,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603160,汇顶科技,0.18,,2.86,5.81,-0.14,7012.92,,,09-20
1,002815,崇达技术,0.24,,2.97,8.01,0.33,8510.58,,,09-12
2,601163,三角轮胎,0.27,,4.82,5.72,0.48,16110.3,,,08-22
3,600908,无锡银行,0.13,,4.47,2.94,-0.76,21550.82,,,08-10
4,300537,广信材料,0.11,,3.35,3.34,0.06,826.39,,,08-09
5,300533,冰川网络,0.6,-11.76,,9.02,,4469.47,-11.95,,07-29
6,300535,达威股份,0.24,33.33,,,,1069.63,33.85,,07-28
7,300532,今天国际,0.09,,5.91,1.48,-0.22,546.51,,,07-28
8,601997,贵阳银行,0.45,18.42,,5.63,,80876.8,19.86,,07-27
9,002807,江阴银行,0.11,-11.05,,2.42,,17679.0,-11.09,,07-26
10,600936,广西广电,0.08,-20.0,,,,11221.86,-15.86,,07-26
11,603843,正平股份,-0.05,-0.0,,-2.17,,-1503.68,56.55,,07-25
12,300531,优博讯,0.25,,4.68,5.46,-0.44,1492.05,,,07-25
13,002808,苏州恒久,0.06,-38.04,,1.74,,509.97,-38.34,,07-25
14,603569,长久物流,0.21,10.53,,8.01,,7474.56,10.92,,07-21
15,601811,新华文轩,0.15,,6.11,2.44,-0.17,17301.29,,,07-19
16,300528,幸福蓝海,0.07,-46.15,,1.27,,1643.13,-44.07,,07-18
17,300527,华舟应急,0.01,,,0.22,,206.23,,,07-15
18,300529,健帆生物,0.13,30.0,,7.98,,4689.47,23.97,,07-14
19,603322,超讯通信,0.01,-150.0,,0.34,,80.7,-164.76,,07-14
20,300526,中潜股份,0.14,,,3.23,,880.04,53.28,,07-13
21,300525,博思软件,0.03,,,0.74,,167.61,,,07-13
22,002806,华锋股份,0.05,,,1.36,,309.26,1192.3,,07-12
23,603663,三祥新材,0.08,33.33,,3.16,,768.93,22.28,,07-11
24,300522,世名科技,0.25,8.7,4.41,5.73,0.12,1248.15,6.87,,07-04
25,300521,爱司凯,0.1,25.0,,2.52,,587.08,28.16,,06-22
26,002803,吉宏股份,0.07,40.0,,2.37,,639.62,41.03,,06-22
27,002805,丰元股份,0.09,-52.63,,1.61,,669.96,-50.78,,06-20
28,300520,科大国创,-0.02,-33.33,,-0.49,,-130.32,-40.72,,06-20
29,603016,新宏泰,0.13,0.0,,3.27,,1411.85,0.72,,06-08
30,002802,洪汇新材,0.15,36.36,,4.25,,1220.06,36.52,,06-07
31,002801,微光股份,0.43,22.86,9.73,4.53,0.34,1903.14,22.94,,06-07
32,603958,哈森股份,0.21,-24.54,,,,3362.0,-24.48,,06-07
33,300517,海波重科,0.08,14.29,,1.79,,582.91,4.53,,06-06
34,603909,合诚股份,0.17,,,4.16,,1268.61,,,06-06
35,300518,盛讯达,0.26,23.81,,3.65,,1803.84,23.94,,06-06
36,300519,新光药业,0.66,,,12.11,,3977.53,3.35,,06-06
37,300515,三德科技,0.08,-426.07,,2.48,,572.37,-425.65,,05-20
38,603339,四方冷链,0.18,-5.26,,3.85,0.48,2811.32,-5.79,,05-18
39,002800,天顺股份,0.07,75.0,,1.4,,384.02,78.6,,05-17
40,603959,百利科技,0.01,,2.76,0.44,-0.34,203.97,,,05-16
41,300513,恒泰实达,-0.04,,,-0.71,,-215.64,,,05-16
42,603737,三棵树,-0.18,-35.71,,-2.55,,-1378.15,-34.93,,05-16
43,300516,久之洋,0.23,9.52,4.63,5.15,-0.67,2091.23,13.08,,05-16
44,603779,威龙股份,0.07,75.0,,,,1121.47,83.38,,05-13
45,002797,第一创业,0.05,-54.55,3.16,1.62,-0.56,9989.12,-54.27,,05-10
46,002796,世嘉科技,0.11,0.0,4.42,2.53,-0.02,655.06,-3.12,,05-09
47,603101,汇嘉时代,0.12,-1.17,3.64,3.29,-0.37,2122.09,-1.21,,05-05
48,300510,金冠电气,0.09,12.5,4.73,1.9,0.02,592.22,18.68,,05-05
49,300511,雪榕生物,0.46,142.11,6.11,7.89,0.61,5218.34,140.07,,05-03
50,000422,湖北宜化,0.02,25.0,,0.2,,1339.73,28.61,,04-30
51,600416,湘电股份,0.01,-128.57,,0.13,,519.66,-121.42,,04-30
52,000096,广聚能源,0.02,-92.38,,0.4,,809.28,-94.16,,04-30
53,600461,洪城水业,0.12,-25.33,,2.0,,4102.19,-22.66,,04-30
54,002134,天津普林,-0.07,133.33,,-3.13,,-1608.3,103.9,,04-30
55,002659,中泰桥梁,-0.01,-0.0,,-0.57,,-341.72,-0.62,,04-30
56,000036,华联控股,0.08,-1135.0,,4.46,,9304.77,-1172.31,,04-30
57,600792,云煤能源,-0.02,-73.75,,-0.75,,-2045.51,-74.02,,04-30
58,600226,升华拜克,0.07,-32.3,,5.13,,7414.76,85.85,,04-30
59,000566,海南海药,0.11,-8.33,,2.48,,5900.49,2.31,,04-30
60,002623,亚玛顿,0.07,-41.67,,0.5,,1071.57,-45.46,,04-30
61,603778,乾景园林,0.16,77.78,,1.42,,1244.46,128.33,,04-30
62,002552,宝鼎科技,-0.04,-960.0,,-1.6,,-1283.22,-983.68,,04-30
63,600879,航天电子,0.03,10.0,,0.63,,3477.66,10.07,,04-30
64,600579,天华院,-0.02,-600.0,,-0.84,,-602.17,-601.25,,04-30
65,600787,中储股份,0.1,775.63,4.04,2.59,,22923.15,934.48,,04-30
66,002173,*ST创疗,0.07,-333.33,,0.95,,2899.37,-526.58,,04-30
67,600748,上实发展,0.07,-12.5,,2.16,,10400.36,25.29,,04-30
68,002570,贝因美,0.06,20.0,,1.62,,6004.2,23.61,,04-30
69,600460,士兰微,0.0,-90.0,,0.09,,206.66,-92.98,,04-30
70,002183,怡亚通,0.16,45.45,,3.19,,16399.33,48.94,,04-30
71,603338,浙江鼎力,0.18,-62.5,,3.09,,2881.9,24.41,,04-30
72,603123,翠微股份,0.07,-28.72,,1.2,,3486.28,-29.35,,04-30
73,600587,新华医疗,0.11,-45.0,,1.32,,4287.91,-46.38,,04-30
74,603566,普莱柯,0.27,-30.77,,3.22,,4375.06,-6.41,,04-30
75,600438,通威股份,-0.01,-79.28,,-0.18,,-791.01,-75.22,,04-30
76,600029,南方航空,0.27,42.11,,6.66,,268300.0,40.99,,04-30
77,600984,建设机械,-0.04,-51.91,,-0.72,,-2240.87,26.8,,04-30
78,600576,万家文化,0.02,-211.76,,0.71,,1225.93,-435.04,,04-30
79,600093,禾嘉股份,0.08,112.82,,1.66,,9370.6,642.72,,04-30
80,000809,铁岭新城,-0.03,100.0,,-0.66,,-2124.45,204.41,,04-30
81,002489,浙江永强,0.08,-83.67,,5.17,,17266.32,-25.85,,04-30
82,000552,靖远煤电,0.05,-22.73,,0.85,,5230.26,-23.0,,04-30
83,600882,广泽股份,-0.06,500.0,,-2.29,,-2434.56,797.59,,04-30
84,000018,神州长城,0.17,-8670.0,,5.63,,7658.73,-19696.21,,04-30
85,600979,广安爱众,0.03,10.65,,1.33,,2086.01,10.58,,04-30
86,600266,北京城建,0.11,-26.67,,0.91,,17350.61,-24.56,,04-30
87,002357,富临运业,0.1,-53.61,,3.03,,3001.36,-25.76,,04-30
88,000532,力合股份,0.02,39.39,,0.92,,634.96,40.02,,04-30
89,600844,丹化科技,-0.04,1619.23,,-4.35,0.01,-3483.49,1600.48,,04-30
90,600776,东方通信,0.01,-40.52,,0.57,,1685.15,-40.53,,04-30
91,600330,天通股份,0.06,233.33,,1.42,,5005.54,326.38,,04-30
92,600781,辅仁药业,0.03,-16.3,,1.53,,547.56,-16.24,,04-30
93,600068,葛洲坝,0.14,26.13,,3.16,,64576.21,26.85,,04-30
94,000416,民生控股,-0.02,-192.92,,-1.29,,-1118.06,-192.92,,04-30
95,002618,丹邦科技,0.04,-29.05,,0.4,,655.72,-28.98,,04-30
96,600261,阳光照明,0.07,-30.0,,3.39,,10060.88,4.18,,04-30
97,603015,弘讯科技,0.07,-41.67,,1.35,,1446.78,-29.36,,04-30
98,002130,沃尔核材,0.04,100.0,,1.21,,2052.68,48.37,,04-30
99,002103,广博股份,0.04,100.0,,0.75,,1225.34,255.82,,04-30
100,002140,东华科技,0.04,-28.62,,0.87,,1733.4,-28.63,,04-30
101,600336,澳柯玛,0.04,27.19,,2.89,,2966.94,27.01,,04-30
102,601933,永辉超市,0.12,9.09,,3.79,,47207.82,29.75,,04-30
103,000729,燕京啤酒,0.02,-10.53,,0.37,,4717.44,-11.07,,04-30
104,600126,杭钢股份,0.05,-171.43,,1.43,,11140.04,-282.28,,04-30
105,002505,大康农业,0.0,600.0,,0.14,,796.16,666.2,,04-30
106,601088,中国神华,0.23,-18.88,14.97,1.56,0.77,460700.0,-19.03,,04-30
107,000739,普洛药业,0.03,-21.43,,1.55,,3775.02,-21.47,,04-30
108,600246,万通地产,0.0,-91.14,,0.16,,471.58,-91.2,,04-30
109,002608,*ST舜船,-0.2,33.33,,,,-7682.34,37.54,,04-30
110,600887,伊利股份,0.26,-39.53,,7.48,,155373.88,19.26,,04-30
111,002322,理工环科,0.02,-166.67,,0.28,,813.73,-197.53,,04-30
112,600859,王府井,0.41,-17.01,,2.52,,18725.43,-17.02,,04-30
113,000428,华天酒店,-0.06,-14.29,,-1.82,,-5768.12,18.22,,04-30
114,000995,*ST皇台,-0.02,-0.0,,-2.96,,-375.2,31.33,,04-30
115,600767,运盛医疗,-0.05,108.0,,-6.13,,-1761.38,104.24,,04-30
116,601928,凤凰传媒,0.1,16.95,,2.31,,24943.34,17.01,,04-30
117,000716,黑芝麻,0.07,-25.0,,1.28,,2235.39,-25.67,,04-30
118,000876,新希望,0.32,28.0,,3.27,,65950.91,28.0,,04-30
119,002622,永大集团,0.01,-66.67,,0.29,,350.75,-72.93,,04-30
120,601939,建设银行,0.27,0.0,6.04,4.63,,6795200.0,1.41,,04-30
121,600039,四川路桥,0.04,32.98,,1.28,,11338.71,33.36,,04-30
122,600630,龙头股份,0.05,25.0,,1.32,,2247.99,26.63,,04-30
123,600635,大众公用,0.06,34.58,,2.48,,14203.12,101.98,,04-30
124,000928,中钢国际,0.16,23.89,,3.44,,10060.15,23.91,,04-30
125,600104,上汽集团,0.72,6.35,,4.42,,793571.87,6.27,,04-30
126,603077,和邦生物,0.02,-50.0,,0.85,,5360.08,40.14,,04-30
127,002531,天顺风能,0.08,-11.11,,3.54,,6965.15,80.16,,04-30
128,000606,*ST易桥,-0.03,-30.02,,-2.21,,-1398.6,-29.89,,04-30
129,600153,建发股份,0.11,-15.38,,1.66,,31805.13,-11.99,,04-30
130,600649,城投控股,0.24,-33.33,,3.49,,71091.27,-34.03,,04-30
131,600742,一汽富维,0.35,-10.26,,1.85,,7416.61,-9.85,,04-30
132,601058,赛轮金宇,0.09,50.0,,2.21,,9515.79,197.82,,04-30
133,000525,红太阳,0.05,-69.81,,0.71,,2795.43,-65.28,,04-30
134,002611,东方精工,0.02,0.0,,0.91,,1123.01,41.08,,04-30
135,600886,国投电力,0.18,1.22,,4.56,,124117.47,1.23,,04-30
136,002345,潮宏基,0.1,11.11,,3.12,,8054.43,0.43,,04-30
137,000691,ST亚太,-0.0,-2400.0,,-1.53,,-148.1,-2442.61,,04-30
138,000850,华茂股份,0.01,-82.47,,0.3,,1401.93,-82.45,,04-30
139,600754,锦江股份,0.2,7.12,,2.01,,16457.71,7.09,,04-30
140,600748,上实发展,0.07,-12.5,,2.16,,10400.36,25.29,,04-30
141,002570,贝因美,0.06,20.0,,1.62,,6004.2,23.61,,04-30
142,600460,士兰微,0.0,-90.0,,0.09,,206.66,-92.98,,04-30
143,002183,怡亚通,0.16,45.45,,3.19,,16399.33,48.94,,04-30
144,603338,浙江鼎力,0.18,-62.5,,3.09,,2881.9,24.41,,04-30
145,600578,京能电力,0.07,-30.0,,2.07,,33453.09,-26.27,,04-30
146,600018,上港集团,0.05,-20.42,,2.03,,121961.25,-18.93,,04-30
147,000966,长源电力,0.53,9.36,,8.7,,29273.57,9.34,,04-30
148,600639,浦东金桥,0.09,32.38,,1.1,,9913.53,60.05,,04-30
149,603568,伟明环保,0.18,5.88,,4.81,,8279.1,17.92,,04-30
150,000913,*ST钱江,0.1,900.0,,2.22,,4343.3,593.0,,04-30
151,000792,盐湖股份,0.08,821.43,,0.62,,14367.34,978.48,,04-30
152,000655,金岭矿业,-0.14,133.33,,-2.58,,-8072.5,111.45,,04-30
153,601118,海南橡胶,-0.02,-21.07,,-1.1,,-8692.61,-21.02,,04-30
154,600162,香江控股,0.07,-12.5,,2.34,,10437.88,69.96,,04-30
155,002623,亚玛顿,0.07,-41.67,,0.5,,1071.57,-45.46,,04-30
156,603778,乾景园林,0.16,77.78,,1.42,,1244.46,128.33,,04-30
157,002552,宝鼎科技,-0.04,-960.0,,-1.6,,-1283.22,-983.68,,04-30
158,600879,航天电子,0.03,10.0,,0.63,,3477.66,10.07,,04-30
159,600579,天华院,-0.02,-600.0,,-0.84,,-602.17,-601.25,,04-30
160,600787,中储股份,0.1,775.63,4.04,2.59,,22923.15,934.48,,04-30
161,002173,*ST创疗,0.07,-333.33,,0.95,,2899.37,-526.58,,04-30
162,600068,葛洲坝,0.14,26.13,,3.16,,64576.21,26.85,,04-30
163,000416,民生控股,-0.02,-192.92,,-1.29,,-1118.06,-192.92,,04-30
164,002618,丹邦科技,0.04,-29.05,,0.4,,655.72,-28.98,,04-30
165,600261,阳光照明,0.07,-30.0,,3.39,,10060.88,4.18,,04-30
166,603015,弘讯科技,0.07,-41.67,,1.35,,1446.78,-29.36,,04-30
167,002130,沃尔核材,0.04,100.0,,1.21,,2052.68,48.37,,04-30
168,002103,广博股份,0.04,100.0,,0.75,,1225.34,255.82,,04-30
169,002140,东华科技,0.04,-28.62,,0.87,,1733.4,-28.63,,04-30
170,603123,翠微股份,0.07,-28.72,,1.2,,3486.28,-29.35,,04-30
171,600587,新华医疗,0.11,-45.0,,1.32,,4287.91,-46.38,,04-30
172,603566,普莱柯,0.27,-30.77,,3.22,,4375.06,-6.41,,04-30
173,600438,通威股份,-0.01,-79.28,,-0.18,,-791.01,-75.22,,04-30
174,600029,南方航空,0.27,42.11,,6.66,,268300.0,40.99,,04-30
175,600984,建设机械,-0.04,-51.91,,-0.72,,-2240.87,26.8,,04-30
176,600576,万家文化,0.02,-211.76,,0.71,,1225.93,-435.04,,04-30
177,600093,禾嘉股份,0.08,112.82,,1.66,,9370.6,642.72,,04-30
178,000809,铁岭新城,-0.03,100.0,,-0.66,,-2124.45,204.41,,04-30
179,002489,浙江永强,0.08,-83.67,,5.17,,17266.32,-25.85,,04-30
180,000638,万方发展,0.03,-274.25,,4.24,,899.99,-274.15,,04-30
181,600833,第一医药,0.06,10.02,,1.78,,1323.35,10.0,,04-30
182,600843,上工申贝,0.08,3.08,3.28,2.35,,4219.28,3.12,,04-30
183,300401,花园生物,0.02,-71.43,,0.59,,421.64,-36.77,,04-30
184,600806,*ST昆机,-0.05,-1766.67,,-3.05,,-2672.14,-2021.95,,04-30
185,600366,宁波韵升,1.23,531.43,,16.24,,63154.24,531.28,,04-30
186,600295,鄂尔多斯,0.08,-20.0,,1.22,,8673.1,-18.23,,04-30
187,000823,超声电子,0.03,-46.27,,0.52,,1471.1,-46.28,,04-30
188,603118,共进股份,0.3,20.0,,3.81,,9059.57,42.73,,04-30
189,600728,佳都科技,-0.01,-70.68,,-0.53,,-1131.53,-14.99,,04-30
190,600500,中化国际,0.03,-50.0,,0.6,,6754.83,-44.46,,04-30
191,002101,广东鸿图,0.17,30.0,,2.2,,3239.0,29.99,,04-30
192,000632,三木集团,0.0,-26.56,,0.18,,217.29,-26.56,,04-30
193,000008,神州高铁,0.0,-96.21,,0.24,,1159.26,-79.46,,04-30
194,600000,浦发银行,0.7,16.0,15.96,4.5,-5.17,1392200.0,24.37,,04-30
195,000783,长江证券,0.11,-31.25,,2.96,,50234.96,-34.97,,04-30
196,600588,用友网络,-0.15,36.36,,-3.99,,-21669.46,66.25,,04-30
197,601939,建设银行,0.27,0.0,6.04,4.63,,6795200.0,1.41,,04-30
198,600039,四川路桥,0.04,32.98,,1.28,,11338.71,33.36,,04-30
199,600630,龙头股份,0.05,25.0,,1.32,,2247.99,26.63,,04-30
200,600635,大众公用,0.06,34.58,,2.48,,14203.12,101.98,,04-30
201,000928,中钢国际,0.16,23.89,,3.44,,10060.15,23.91,,04-30
202,600104,上汽集团,0.72,6.35,,4.42,,793571.87,6.27,,04-30
203,603077,和邦生物,0.02,-50.0,,0.85,,5360.08,40.14,,04-30
204,002531,天顺风能,0.08,-11.11,,3.54,,6965.15,80.16,,04-30
205,000606,*ST易桥,-0.03,-30.02,,-2.21,,-1398.6,-29.89,,04-30
206,600153,建发股份,0.11,-15.38,,1.66,,31805.13,-11.99,,04-30
207,600649,城投控股,0.24,-33.33,,3.49,,71091.27,-34.03,,04-30
208,600742,一汽富维,0.35,-10.26,,1.85,,7416.61,-9.85,,04-30
209,601058,赛轮金宇,0.09,50.0,,2.21,,9515.79,197.82,,04-30
210,000525,红太阳,0.05,-69.81,,0.71,,2795.43,-65.28,,04-30
211,002611,东方精工,0.02,0.0,,0.91,,1123.01,41.08,,04-30
212,600886,国投电力,0.18,1.22,,4.56,,124117.47,1.23,,04-30
213,002345,潮宏基,0.1,11.11,,3.12,,8054.43,0.43,,04-30
214,000691,ST亚太,-0.0,-2400.0,,-1.53,,-148.1,-2442.61,,04-30
215,000850,华茂股份,0.01,-82.47,,0.3,,1401.93,-82.45,,04-30
216,600754,锦江股份,0.2,7.12,,2.01,,16457.71,7.09,,04-30
217,002413,雷科防务,0.07,40.0,,1.03,,2192.28,108.43,,04-30
218,000411,英特集团,0.09,9.25,,2.69,,1838.2,9.25,,04-30
219,600339,*ST天利,-0.05,-60.25,,-64.49,,-2759.52,-60.23,,04-30
220,002181,粤传媒,-0.04,-876.79,,-1.31,,-5054.75,-1354.32,,04-30
221,600448,华纺股份,0.01,0.0,,0.36,,301.05,-41.92,,04-30
222,600481,双良节能,0.02,-65.03,,1.75,,3694.66,-30.02,,04-30
223,600010,包钢股份,-0.02,-2916.67,,-1.18,,-55044.41,-5664.07,,04-30
224,002067,景兴纸业,0.15,,,5.4,,16256.44,6262.71,,04-30
225,000027,深圳能源,0.05,-62.63,,0.94,,20411.97,-43.95,,04-30
226,600379,宝光股份,0.03,42.21,,1.52,,666.86,41.97,,04-30
227,000966,长源电力,0.53,9.36,,8.7,,29273.57,9.34,,04-30
228,600639,浦东金桥,0.09,32.38,,1.1,,9913.53,60.05,,04-30
229,603568,伟明环保,0.18,5.88,,4.81,,8279.1,17.92,,04-30
230,000913,*ST钱江,0.1,900.0,,2.22,,4343.3,593.0,,04-30
231,000792,盐湖股份,0.08,821.43,,0.62,,14367.34,978.48,,04-30
232,000655,金岭矿业,-0.14,133.33,,-2.58,,-8072.5,111.45,,04-30
233,601118,海南橡胶,-0.02,-21.07,,-1.1,,-8692.61,-21.02,,04-30
234,600162,香江控股,0.07,-12.5,,2.34,,10437.88,69.96,,04-30
235,002623,亚玛顿,0.07,-41.67,,0.5,,1071.57,-45.46,,04-30
236,603778,乾景园林,0.16,77.78,,1.42,,1244.46,128.33,,04-30
237,002552,宝鼎科技,-0.04,-960.0,,-1.6,,-1283.22,-983.68,,04-30
238,600879,航天电子,0.03,10.0,,0.63,,3477.66,10.07,,04-30
239,600579,天华院,-0.02,-600.0,,-0.84,,-602.17,-601.25,,04-30
240,000990,诚志股份,-0.05,-747.14,,-0.7,,-1756.85,-760.42,,04-30
241,000880,潍柴重机,0.02,-39.75,,0.52,,666.16,-31.65,,04-30
242,600651,飞乐音响,0.02,-50.0,,0.63,,2059.62,-50.81,,04-30
243,600129,太极集团,2.15,4388.33,,70.13,,91969.54,4390.14,,04-30
244,600139,西部资源,-0.07,108.05,1.48,-4.44,0.18,-4450.08,108.01,,04-30
245,603117,万林股份,0.04,-20.0,,1.3,,1759.5,-7.49,,04-30
246,601011,宝泰隆,0.0,-104.25,,0.05,,228.94,-111.76,,04-30
247,600222,太龙药业,0.0,-126.74,,0.09,,129.29,-126.32,,04-30
248,000155,*ST川化,-0.07,-36.36,,,,-3457.42,-35.37,,04-30
249,002412,汉森制药,0.1,-0.62,,2.31,,2843.75,-0.65,,04-30
250,603861,白云电器,0.07,-11.35,,1.86,,2558.28,-11.44,,04-30
251,600883,博闻科技,-0.01,-105.54,,-0.23,,-150.69,-105.53,,04-30
252,600282,南钢股份,0.0,-85.42,,0.18,,1113.28,-85.08,,04-30
253,002336,*ST人乐,0.05,-52.82,,0.92,,2071.39,-52.85,,04-30
254,000717,*ST韶钢,-0.1,-46.38,,-96.55,,-23109.34,-46.38,,04-30
255,002325,洪涛股份,0.08,-27.27,,2.49,,8203.33,-3.78,,04-30
256,600746,江苏索普,0.0,-115.13,,0.3,,124.64,-115.02,,04-30
257,000951,中国重汽,0.08,-50.0,,0.78,,3564.45,-45.53,,04-30
258,002133,广宇集团,,,,0.02,,44.07,-57.91,,04-30
259,000687,华讯方舟,0.06,-188.24,,2.97,,4568.03,-189.19,,04-30
260,000760,斯太尔,-0.04,-0.0,,-2.32,,-3501.62,44.89,,04-30
261,002308,威创股份,0.03,-250.0,,1.01,,2201.62,-218.73,,04-30
262,000509,华塑控股,-0.01,-24.82,,-15.93,,-872.24,-25.0,,04-30
263,000020,深华发A,0.0,-5.56,,0.15,,46.99,-8.19,,04-30
264,000811,烟台冰轮,0.01,-88.89,,0.2,,403.19,-89.2,,04-30
265,603022,新通联,0.09,-40.0,,1.28,,716.55,-19.69,,04-30
266,000565,渝三峡A,0.03,-40.0,,1.54,,1203.82,43.72,,04-30
267,000960,锡业股份,-0.01,-96.36,,-0.15,,-1437.71,-95.32,,04-30
268,600712,南宁百货,0.0,-50.0,,0.07,,74.03,-29.85,,04-30
269,002687,乔治白,0.03,-25.0,,0.95,,992.74,9.1,,04-30
270,600668,尖峰集团,0.07,5.71,,1.17,,2550.92,10.53,,04-30
271,600696,匹凸匹,-0.05,51.06,,-3.73,,-1848.53,64.23,,04-30
272,000651,格力电器,0.53,-42.39,,6.43,,315981.61,13.85,,04-30
273,600136,当代明诚,0.0,75.0,,0.03,,46.29,199.39,,04-30
274,600727,鲁北化工,0.01,-66.67,,0.45,,478.61,-48.52,,04-30
275,002496,辉丰股份,0.12,-20.0,,1.52,,4937.28,-7.17,,04-30
276,002403,爱仕达,0.14,0.0,,2.62,,4424.94,36.4,,04-30
277,600259,广晟有色,-0.25,-2600.0,,-13.16,,-6554.47,-2530.97,,04-30
278,600875,东方电气,0.0,-96.0,,0.02,,439.48,-95.92,,04-30
279,600083,博信股份,0.01,60.0,,3.33,,175.7,39.15,,04-30
280,600757,长江传媒,0.11,120.0,,2.73,,13880.85,119.81,,04-30
281,000887,中鼎股份,0.21,31.25,,6.24,,23576.74,32.0,,04-30
282,600802,福建水泥,-0.21,-4.17,2.14,-11.15,-0.24,-7921.84,-4.12,,04-30
283,300142,沃森生物,-0.03,-85.71,,-1.86,,-4205.41,-12.86,,04-30
284,600773,西藏城投,0.02,6.67,,0.46,,1135.16,4.74,,04-30
285,002284,亚太股份,0.06,-3.33,,1.63,,4257.08,-4.51,,04-30
286,000981,银亿股份,0.02,-80.0,,0.95,,4942.3,-41.5,,04-30
287,002741,光华科技,0.02,-65.6,,0.85,,618.39,10.01,,04-30
288,600502,安徽水利,0.09,0.0,,1.75,,4609.85,7.65,,04-30
289,600532,宏达矿业,-0.06,-3100.0,,-1.65,,-2936.77,-4425.94,,04-30
290,002076,雪莱特,0.01,-55.9,,0.51,,522.61,-26.74,,04-30
291,000043,中航地产,-0.23,129.62,,-4.04,,-15668.0,129.7,,04-30
292,600006,东风汽车,0.06,-11.26,,1.88,,12131.04,-11.38,,04-30
293,000779,三毛派神,-0.08,60.0,,-7.86,,-1556.42,56.65,,04-30
294,000988,华工科技,0.05,66.67,,1.51,,4489.5,55.1,,04-30
295,000937,冀中能源,0.0,-33.33,,0.02,,420.32,-16.11,,04-30
296,600860,京城股份,-0.07,16.67,,-4.35,,-3033.16,18.85,,04-30
297,000756,新华制药,0.04,33.33,,1.07,,2029.68,42.34,,04-30
298,600678,四川金顶,-0.02,-16.04,,-56.58,,-859.71,-15.96,,04-30
299,000898,鞍钢股份,-0.09,-2933.33,,-1.43,,-61500.0,-3336.84,,04-30
300,600191,华资实业,0.0,-95.56,,0.09,,201.22,-95.51,,04-30
301,000402,金融街,0.26,-3.7,,3.01,,77995.16,-2.21,,04-30
302,600408,安泰集团,-0.12,-50.0,,-8.03,,-11939.81,-50.53,,04-30
303,603997,继峰股份,0.14,-6.67,,4.36,,5944.62,13.74,,04-30
304,002118,紫鑫药业,0.02,100.0,,0.53,,1062.46,119.97,,04-30
305,000679,大连友谊,0.05,-85.71,,1.41,,1784.96,-85.71,,04-30
306,000031,中粮地产,0.11,175.0,,3.14,,19047.47,164.82,,04-30
307,600645,中源协和,-0.02,-104.76,,-0.4,,-618.5,-103.85,,04-30
308,600388,龙净环保,0.07,-50.0,,2.12,,7649.84,26.28,,04-30
309,600016,民生银行,0.38,-2.56,8.52,4.49,4.84,1370600.0,2.46,,04-30
310,000918,嘉凯城,-0.13,62.5,,-12.83,,-24079.87,64.01,,04-30
311,600664,哈药股份,0.04,-50.0,,1.36,,9738.33,-39.91,,04-30
312,000587,金洲慈航,0.14,133.33,,2.0,,15298.72,376.74,,04-30
313,600130,波导股份,0.01,-16.67,,1.09,,1054.6,18.3,,04-30
314,603223,恒通股份,0.1,25.0,,1.97,,1164.18,55.2,,04-30
315,600735,新华锦,0.03,-17.75,,2.05,,1236.1,18.44,,04-30
316,000333,美的集团,0.92,16.46,,7.58,,390725.2,16.91,,04-30
317,600766,园城黄金,0.01,0.0,,2.71,,129.84,8.11,,04-30
318,000543,皖能电力,0.19,-39.38,,3.8,,34669.74,2.2,,04-30
319,601010,文峰股份,0.03,-81.25,,1.33,,5314.17,-55.17,,04-30
320,600189,吉林森工,0.3,-300.0,,6.85,,9413.64,-306.98,,04-30
321,002712,思美传媒,0.27,46.63,,1.96,,2365.07,47.13,,04-30
322,002439,启明星辰,-0.01,-70.0,,-0.28,,-528.63,-46.71,,04-30
323,000518,四环生物,-0.0,-109.18,,-0.16,,-95.52,-109.46,,04-30
324,002419,天虹商场,0.23,15.0,,3.28,,18367.31,15.66,,04-30
325,600992,贵绳股份,0.02,0.63,,0.29,,390.0,0.51,,04-30
326,002715,登云股份,-0.05,-1141.67,,-1.0,,-414.17,-1047.39,,04-30
327,601601,中国太保,0.24,-55.56,14.61,1.7,1.77,219900.0,-55.15,,04-30
328,002340,格林美,0.05,0.0,,1.0,,6602.8,48.85,,04-30
329,600321,国栋建设,-0.01,143.66,1.76,-0.71,-0.02,-1893.8,144.58,,04-30
330,000789,万年青,0.01,-93.98,,0.2,,524.4,-90.93,,04-30
331,002274,华昌化工,0.01,-108.66,,0.14,,404.74,-110.96,,04-30
332,600240,华业资本,0.13,-533.33,,4.04,,18924.97,-525.88,,04-30
333,000338,潍柴动力,0.11,-63.33,,1.39,,44256.38,-26.26,,04-30
334,002625,龙生股份,0.03,0.0,,1.62,,864.76,6.53,,04-30
335,600423,柳化股份,-0.22,144.44,,-11.9,,-8840.23,153.01,,04-30
336,300013,新宁物流,0.02,233.33,,0.46,,587.57,423.47,,04-30
337,000166,申万宏源,0.07,-63.16,,2.09,,104670.01,-59.22,,04-30
338,002166,莱茵生物,0.04,33.33,,2.07,,1668.17,387.25,,04-30
339,000693,ST华泽,-0.04,180.3,,-0.37,,-2008.84,179.7,,04-30
340,000932,华菱钢铁,-0.27,379.43,,-11.87,,-81531.6,379.56,,04-30
341,600686,金龙汽车,0.09,0.0,,1.44,,5629.27,42.82,,04-30
342,000690,宝新能源,0.09,0.0,,3.12,,16040.84,6.24,,04-30
