,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,600291,西水股份,635.0143,0.5493,194.8583,0.628,66.3866
1,000712,锦龙股份,43.5498,0.057,0.892,0.0763,9.11
2,600753,东方银星,15.3829,0.8759,5.196000000000001,2.2291,222.9125
3,600705,中航资本,5.9049,0.127,5.4727,0.1515,18.8076
4,600061,国投安信,4.7633,0.077,2.3262,0.0947,12.3
5,000809,铁岭新城,3.0431,0.0166,,0.0342,8.3451
6,000007,全新好,2.3985,0.4941,17.9292,2.2074,220.7443
7,600793,ST宜纸,1.8459999999999999,0.0079,2.8465,0.008,1.8699
8,600643,爱建集团,1.7914,0.0602,1.1641,0.1298,20.1812
9,600773,西藏城投,1.5726,0.1082,20.9045,0.1412,27.1269
10,600503,华丽家族,1.4806,0.1176,35.2868,0.3612,36.1207
11,300191,潜能恒信,1.3789,0.0491,,0.6742,78.468
12,600692,亚通股份,1.2216,0.2541,10.6957,0.3436,34.5297
13,600106,重庆路桥,1.2022,0.0525,1.7136,0.0943,50.2387
14,600415,小商品城,1.198,0.2304,10.3,0.3462,39.3749
15,600874,创业环保,1.1946,0.2299,6.7077,0.4255,89.1624
16,300033,同花顺,1.1199,0.4538,1.6869999999999998,1.1285,114.3604
17,600766,园城黄金,1.0858,0.1109,1.247,0.1555,15.5453
18,600675,*ST中企,1.0587,0.1346,,0.1523,23.5739
19,601016,节能风电,0.9924,0.0757,5.0677,0.1236,38.9428
20,000505,*ST珠江,0.972,0.1514,,0.1333,16.6765
21,000631,顺发恒业,0.9148,0.2673,9.722999999999999,0.391,48.1109
22,600033,福建高速,0.8922,0.1256,3.1497,0.2706,143.5412
23,002133,广宇集团,0.8822,0.1737,,0.2738,32.5391
24,000633,*ST合金,0.8792,0.1793,,0.6659,414.2066
25,000544,中原环保,0.8469,0.1815,4.2411,0.3086,49.4538
26,600539,ST狮头,0.8275,0.0775,31.4271,0.2762,27.8749
27,600095,哈高科,0.8158,0.1894,12.350999999999999,0.5521,56.6774
28,002039,黔源电力,0.8089,0.1198,3.4476,0.1567,128.4888
29,300302,同有科技,0.7771,0.3046,4.2588,0.8071,84.6053
30,600236,桂冠电力,0.7728,0.1836,1.9889,0.2771,126.5803
31,000615,京汉股份,0.7513,0.2469,6.8807,0.3364,39.3048
32,300223,北京君正,0.7452,0.0464,1.6048,1.4184,280.621
33,600886,国投电力,0.732,0.1247,2.2664,0.1733,64.8846
34,600240,华业资本,0.732,0.1691,3.8975,0.2186,30.9797
35,600900,长江电力,0.7309,0.1248,1.5379,0.3498,95.0064
36,000415,渤海金控,0.7262,0.0532,3.9224,0.0706,21.2874
37,300028,金亚科技,0.7035,0.1839,13.6429,0.2864,28.868000000000002
38,603568,伟明环保,0.6777,0.1513,1.5702,0.3405,196.4591
39,000061,农产品,0.6695,0.0721,26.2643,0.1157,16.3589
40,000791,甘肃电投,0.6623,0.0656,28.6297,0.0912,48.3277
41,600311,荣华实业,0.6618,0.053,12.1206,0.5751,59.9736
42,600714,金瑞矿业,0.6538,0.1771,,0.3155,46.9396
43,002447,壹桥股份,0.653,0.1156,1.5214,0.4198,79.4386
44,601985,中国核电,0.6474,0.0644,2.3863,0.0857,46.4814
45,601558,华锐风电,0.6467,0.0682,,0.1009,11.2596
46,000429,粤高速A,0.6451,0.0823,1.8482,0.1667,57.6613
47,002244,滨江集团,0.6379,0.1906,5.352,0.2572,32.0756
48,603718,海利生物,0.6371,0.1626,2.2083,0.7281,190.3252
49,600012,皖通高速,0.6266,0.1253,1.5719,0.4702,142.1746
50,600641,万业企业,0.6168,0.2228,5.702999999999999,0.5355,56.3143
51,002366,台海核电,0.615,0.0562,8.9303,0.0859,12.0179
52,300215,电科院,0.6147,0.0671,9.5893,0.1045,13.8527
53,002193,山东如意,0.6108,0.1888,21.1344,0.2939,30.85
54,600895,张江高科,0.6071,0.0793,2.9981,0.1384,22.3406
55,600077,宋都股份,0.6069,0.1531,25.6563,0.2144,30.628
56,600167,联美控股,0.6057,0.1421,2.5987,0.2225,45.0674
57,600381,ST春天,0.5937,0.3938,2.3226,2.3468,463.2471
58,000862,银星能源,0.5898,0.0759,,0.0931,52.7213
59,600804,鹏博士,0.5877,0.2506,6.4901,0.3572,41.0956
60,000517,荣安地产,0.5873,0.0832,6.3952,0.1532,27.753
61,600663,陆家嘴,0.5866,0.063,1.5568,0.0912,12.4548
62,002207,准油股份,0.5786,0.1643,,0.2938,37.971
63,601188,龙江交通,0.5748,0.0613,1.0687,0.2664,27.2761
64,002515,金字火腿,0.5717,0.0741,4.2413,2.3806,314.3821
65,600020,中原高速,0.5671,0.0543,2.2312,0.073,22.1172
66,002549,凯美特气,0.5638,0.0716,,0.2654,40.6178
67,600611,大众交通,0.5609,0.0847,2.2175,0.2237,27.0825
68,600035,楚天高速,0.5601,0.0774,1.6172,0.1432,81.596
69,600794,保税科技,0.5543,0.1099,12.1743,0.2972,77.8627
70,000056,皇庭国际,0.5516,0.0185,3.859,0.0494,34.4534
71,601518,吉林高速,0.5429999999999999,0.0482,2.0318,0.08800000000000001,40.3853
72,300144,宋城演艺,0.5402,0.131,1.4181,0.7190000000000001,138.291
73,600674,川投能源,0.5357,0.0247,0.1526,0.106,42.8099
74,600519,贵州茅台,0.5339,0.20199999999999999,1.0596,0.8689,86.9568
75,600882,广泽股份,0.528,0.1169,,0.3533,39.1763
76,600721,*ST百花,0.5237,0.1043,,0.1174,13.7001
77,000022,深赤湾A,0.5222,0.1414,1.4981,0.5805,89.8725
78,600777,新潮能源,0.5187,0.0431,6.5241,0.1304,13.3619
79,600548,深高速,0.5179,0.0559,1.1848,0.106,43.0968
80,000978,桂林旅游,0.5168,0.0904,16.2192,0.2062,35.3322
81,002033,丽江旅游,0.5156,0.1479,1.6304,0.7224,184.5574
82,600242,中昌海运,0.5148,0.1221,8.092,0.1294,15.8507
83,600037,歌华有线,0.5143,0.0942,1.9628,0.5309,106.4194
84,600608,ST沪科,0.511,0.363,2.7784,0.3981,43.8772
85,600377,宁沪高速,0.5109,0.1227,1.7282,0.2927,42.9829
86,600009,上海机场,0.5103,0.1251,1.1949,0.649,131.507
87,000029,深深房A,0.5071,0.2625,3.6442,0.5551,69.274
88,600007,中国国贸,0.5039,0.11199999999999999,1.8218,0.2506,68.3987
89,300530,达志科技,0.5039,0.2241,1.6137,3.0968,559.0413
90,601368,绿城水务,0.5025,0.0822,2.3974,0.1313,28.9797
91,300052,中青宝,0.4988,0.1363,2.7336,0.7736,97.8024
92,600959,江苏有线,0.4941,0.1239,2.705,0.3961,42.6003
93,600703,三安光电,0.4921,0.1151,1.3681,0.498,122.1175
94,300208,恒顺众昇,0.4889,0.2662,1.6799,0.5806,81.7447
95,000883,湖北能源,0.4884,0.0805,2.1388,0.1866,29.6584
96,600163,中闽能源,0.4843,0.1106,10.8047,0.2303,100.9468
97,000665,湖北广电,0.4811,0.1523,3.1178,0.5135,52.824
98,601929,吉视传媒,0.4774,0.1056,2.5471,0.2738,60.6463
99,600350,山东高速,0.4754,0.0744,1.2308,0.1633,43.2056
100,600744,华银电力,0.4745,0.1773,9.2051,0.2207,60.2049
101,000965,天保基建,0.4698,0.0928,3.2841,0.2779,43.7677
102,002253,川大智胜,0.4697,0.0764,3.3131,0.4202,47.5478
103,300533,冰川网络,0.4678,0.2281,0.9838,0.6171,61.7089
104,600368,五洲交通,0.4636,0.0784,,0.1037,18.6803
105,600317,营口港,0.4575,0.1061,3.3042,0.3107,121.2833
106,601158,重庆水务,0.4573,0.1048,1.3226,0.34299999999999997,82.2257
107,000651,格力电器,0.45399999999999996,0.2745,3.5155,0.3923,39.4036
108,600701,*ST工新,0.45299999999999996,0.1229,,0.1929,29.6141
109,000722,湖南发展,0.4526,0.0431,0.9821,0.6212,223.5542
110,000966,长源电力,0.4515,0.2884,2.9012,0.4499,68.7019
111,600798,宁波海运,0.4513,0.0754,20.9787,0.1493,43.8364
112,000897,津滨发展,0.451,0.0531,,0.0707,9.2078
113,300446,乐凯新材,0.4488,0.23,1.0974,2.42,370.3031
114,600064,南京高科,0.4479,0.0759,1.9514,0.1305,15.5906
115,600570,恒生电子,0.4456,0.2495,2.2096,0.6969,77.22
116,600053,九鼎投资,0.4455,0.109,1.7528,0.1477,18.5789
117,600795,国电电力,0.4451,0.0971,3.3989999999999996,0.1345,27.5534
118,600027,华电国际,0.4439,0.1526,3.0082,0.2091,46.9525
119,600112,天成控股,0.4372,0.1232,,0.2403,25.0965
120,002772,众兴菌业,0.4368,0.1245,1.821,0.3248,75.6323
121,002038,双鹭药业,0.4365,0.1342,0.8747,3.4021,454.8368
122,300394,天孚通信,0.4359,0.1461,1.0006,3.4122,347.0695
123,000598,兴蓉环境,0.4356,0.0939,1.5652,0.2266,42.2812
124,300518,盛讯达,0.4341,0.1703,0.9599,2.6083,327.5201
125,300494,盛天网络,0.4334,0.121,1.3582,1.6574,166.5274
126,600894,广日股份,0.433,0.2253,0.9685,0.7842,93.3612
127,002316,键桥通讯,0.4319,0.1869,22.0353,0.3325,36.9395
128,300315,掌趣科技,0.4313,0.0615,0.9670000000000001,0.3329,46.5297
129,300113,顺网科技,0.4313,0.2309,1.4188,1.0542,112.948
130,603658,安图生物,0.4308,0.3264,1.1101,1.3595,236.2477
131,000548,湖南投资,0.4301,0.0382,10.5399,0.1399,14.050999999999998
132,300357,我武生物,0.4299,0.1878,0.9746,4.0183,466.2052
133,000718,苏宁环球,0.4273,0.1272,3.572,0.2071,23.9564
134,601020,华钰矿业,0.4271,0.1166,1.6041,0.2457,29.5502
135,600897,厦门空港,0.4258,0.1542,1.5723,0.8334,83.4951
136,000666,经纬纺机,0.4248,0.0856,1.2095,0.1678,20.9381
137,000050,深天马A,0.4235,0.2062,8.0261,0.5321,72.8004
138,300475,聚隆科技,0.4231,0.1298,1.5446,0.8482,96.4358
139,002314,南山控股,0.4223,0.1811,9.1347,0.381,45.992
140,000156,华数传媒,0.4222,0.0952,2.266,0.3532,54.8071
141,601199,江南水务,0.42200000000000004,0.1013,1.3401,0.2645,31.6314
142,002224,三力士,0.42100000000000004,0.2481,1.6052,3.1457,314.5663
143,600581,*ST八钢,0.4198,0.2425,,0.2311,25.1209
144,000573,粤宏远A,0.41700000000000004,0.0405,,0.0777,9.1872
145,300306,远方光电,0.4155,0.0664,1.3725,1.0005,106.2997
146,600683,京投发展,0.4148,0.1269,5.6827,0.1413,22.4011
147,600111,北方稀土,0.4136,0.1863,46.9923,0.5848,61.703
148,600638,新黄浦,0.4132,0.0526,2.1146,0.0906,16.3073
149,000539,粤电力A,0.4059,0.1452,2.2553,0.2504,63.8174
150,300450,先导智能,0.4047,0.1264,1.4904,0.2195,22.0725
151,601991,大唐发电,0.4047,0.0826,7.6293,0.1044,35.323
152,600026,中海发展,0.4044,0.0756,11.1717,0.1234,51.5527
153,300529,健帆生物,0.4032,0.2979,1.0236,1.6466,230.1321
154,300288,朗玛信息,0.4025,0.1056,1.3504,0.578,86.1955
155,002495,佳隆股份,0.4017,0.1143,3.392,1.5814,220.5354
156,300519,新光药业,0.4008,0.344,1.051,2.3327,299.4194
157,000089,深圳机场,0.4006,0.0989,2.2196,0.6958,69.9562
158,002238,天威视讯,0.4002,0.2,2.5502,0.7407,80.6184
159,600589,广东榕泰,0.4001,0.0973,19.2012,0.1949,32.1166
160,600201,生物股份,0.3966,0.1938,1.0347,1.0264,113.6178
161,300148,天舟文化,0.3944,0.1029,1.2129,1.4636,147.0767
162,600649,城投控股,0.3941,0.0717,0.8673,0.1357,27.5131
163,600578,京能电力,0.3933,0.1103,1.3401,0.2266,55.2176
164,603001,奥康国际,0.3917,0.2303,3.3342,0.8347,108.8951
165,603566,普莱柯,0.3913,0.1244,1.3199,1.1237,131.5711
166,002399,海普瑞,0.3899,0.0734,1.5732,0.2648,97.0914
167,000989,九芝堂,0.389,0.0758,0.7198,0.4964,56.7303
168,600396,金山股份,0.3875,0.13699999999999998,5.6073,0.1754,43.1544
169,600732,*ST新梅,0.3874,0.0544,,0.1039,10.3865
170,600467,好当家,0.3871,0.0744,12.4839,0.1742,18.7131
171,002750,龙津药业,0.3868,0.1004,1.1364,0.7057,100.1916
172,600716,凤凰股份,0.3865,0.0532,,0.0729,10.3112
173,300488,恒锋工具,0.3861,0.1114,1.0436,1.8285,251.5651
174,002215,诺普信,0.3861,0.2773,3.6584,0.6521,66.7756
175,300159,新研股份,0.3857,0.0718,1.7990000000000002,0.2881,63.6883
176,002469,三维工程,0.385,0.1533,1.8126,0.8871,88.712
177,600593,大连圣亚,0.3845,0.1827,2.5258,0.5045,84.8732
178,000799,酒鬼酒,0.3837,0.1011,3.1076,0.4409,45.3058
179,000413,东旭光电,0.3828,0.0618,1.2783,0.125,26.5871
180,600715,文投控股,0.3828,0.0513,2.1297,0.1654,18.2854
181,600054,黄山旅游,0.3816,0.1574,2.0345,0.6185,63.9138
182,300508,维宏股份,0.3793,0.2331,0.9581,2.6485,319.9469
183,002252,上海莱士,0.3787,0.066,0.515,0.9037,308.6845
184,002550,千红制药,0.3784,0.1011,1.0923,0.5319,56.3272
185,600622,嘉宝集团,0.3768,0.0851,2.6854,0.1364,20.1467
186,600323,瀚蓝环境,0.3761,0.1022,2.8333,0.1696,39.2028
187,000567,海德股份,0.3757,0.0256,0.2522,0.552,64.889
188,000899,赣能股份,0.375,0.1602,1.6662,0.2857,50.6596
189,300018,中元股份,0.3749,0.0667,1.374,0.7078,85.9588
190,000033,*ST新都,0.3747,0.1034,0.6297,0.1058,36.6711
191,002007,华兰生物,0.3728,0.1364,0.9427,4.0014,400.14
192,601872,招商轮船,0.3723,0.0734,1.1113,0.1766,86.6839
193,000697,炼石有色,0.3694,0.0339,0.9449,0.3309,34.010999999999996
194,002604,龙力生物,0.3689,0.1062,5.9565,0.3565,41.3089
195,002041,登海种业,0.3683,0.1335,1.054,0.5662,62.5465
196,603199,九华旅游,0.3679,0.14300000000000002,2.0866,1.0945,126.5093
197,000875,吉电股份,0.3676,0.0691,10.7978,0.0873,19.2786
198,000536,华映科技,0.3659,0.2216,9.912,0.3342,34.7351
199,002501,利源精制,0.3655,0.0952,1.7559,0.1685,23.4358
200,002653,海思科,0.3654,0.1373,1.1904,0.4137,44.6244
201,000150,宜华健康,0.3654,0.0828,6.8435,0.1315,27.1225
202,002304,洋河股份,0.3636,0.1724,1.0878,0.5345,55.1763
203,603189,网达软件,0.3627,0.1858,1.0262,1.1331,134.9499
204,000600,建投能源,0.3624,0.135,1.3292,0.2628,71.0949
205,300436,广生堂,0.3613,0.1858,1.0786,1.3696,171.6246
206,603005,晶方科技,0.359,0.1034,1.8244,0.5894,80.6243
207,600221,海南航空,0.3559,0.1,3.8488,0.1444,42.1708
208,002320,海峡股份,0.3544,0.1065,2.0771,1.2637,276.1596
209,002466,天齐锂业,0.3533,0.0877,1.5489,0.1915,40.1007
210,600481,双良节能,0.3525,0.24600000000000002,3.2481,0.4981,78.7693
211,002128,露天煤业,0.3515,0.1395,3.6861,0.3774,44.2349
212,300324,旋极信息,0.3511,0.1569,2.9773,0.4496,45.3929
213,001896,豫能控股,0.3506,0.0976,2.0519,0.1471,47.2856
214,600936,广西广电,0.3503,0.1621,2.2527,0.2617,31.0825
215,600483,福能股份,0.3495,0.1688,2.226,0.3201,139.4526
216,000020,深华发A,0.3474,0.1502,,0.2056,60.5793
217,002322,理工环科,0.3465,0.0477,1.4643,0.3903,39.1281
218,603099,长白山,0.3453,0.1215,1.0937,2.4154,273.9851
219,600269,赣粤高速,0.3452,0.0612,3.1625,0.1141,40.0243
220,603528,多伦科技,0.3452,0.1814,0.8293,0.3341,34.1533
221,603025,大豪科技,0.3451,0.1356,1.1577,2.0435,208.7217
222,000027,深圳能源,0.3446,0.0661,1.8639,0.1155,21.2362
223,600176,中国巨石,0.3444,0.1009,2.4628,0.17,27.5776
224,601595,上海电影,0.3435,0.1881,1.5445,0.3784,40.8957
225,002118,紫鑫药业,0.3432,0.0435,5.5393,0.0729,7.9512
226,002354,天神娱乐,0.3399,0.0438,0.8973,0.1369,32.8269
227,600658,电子城,0.3392,0.1132,1.1499,0.3416,34.918
228,000916,华北高速,0.3391,0.0508,2.0763,0.2218,25.8975
229,002411,必康股份,0.3387,0.0776,1.2061,0.1905,32.6362
230,000762,西藏矿业,0.3369,0.1277,8.5974,0.8043,93.3455
231,600734,实达集团,0.3363,0.2841,0.7459,0.9581,95.9343
232,000416,民生控股,0.3362,0.0439,2.6898,0.1162,11.6661
233,002321,华英农业,0.3331,0.1247,35.7152,0.1804,18.845
234,300053,欧比特,0.3314,0.086,2.1949,0.5295,55.0932
235,300318,博晖创新,0.3309,0.043,5.7459,0.113,11.833
236,600868,梅雁吉祥,0.3308,0.0316,6.3989,0.1888,45.0458
237,002195,二三四五,0.3291,0.1003,1.1581,1.2887,130.9763
238,600011,华能国际,0.3286,0.1413,2.4139,0.2079,35.1513
239,600295,鄂尔多斯,0.3285,0.1125,10.2586,0.1613,21.1531
240,300527,华舟应急,0.3282,0.2187,4.1556,0.3392,34.9122
241,002009,天奇股份,0.3279,0.1553,5.9228,0.2751,29.5936
242,600018,上港集团,0.3276,0.0981,1.2291,0.3082,52.2197
243,600979,广安爱众,0.3259,0.0859,3.8837,0.1238,31.1075
244,603993,洛阳钼业,0.3238,0.044000000000000004,1.9325,0.10400000000000001,15.4953
245,300516,久之洋,0.3227,0.19899999999999998,1.0406,0.5395,55.5126
246,002049,紫光国芯,0.3225,0.0976,1.2127,0.3372,67.3803
247,600050,中国联通,0.3221,0.145,8.5518,0.23399999999999999,26.3849
248,002308,威创股份,0.321,0.1044,2.5255,0.4226,44.6849
249,000661,长春高新,0.3208,0.20199999999999999,1.431,0.5583,64.1764
250,000690,宝新能源,0.3205,0.1181,1.7777,0.2467,70.7672
251,000301,东方市场,0.3196,0.0505,1.3274,0.1907,46.461000000000006
252,002718,友邦吊顶,0.3191,0.1894,1.0852,1.8605,189.7234
253,600023,浙能电力,0.3189,0.1221,1.5056,0.318,77.9308
254,300525,博思软件,0.3188,0.1752,1.3009,1.0005,100.0514
255,000603,盛达矿业,0.3165,0.1853,0.625,0.7326,76.0914
256,600207,安彩高科,0.3161,0.2373,24.9754,0.3775,46.3117
257,000780,平庄能源,0.3161,0.1137,,0.4716,47.513000000000005
258,300149,量子高科,0.316,0.1332,1.6586,3.1274,333.2141
259,600400,红豆股份,0.3159,0.124,9.4151,0.1988,26.5041
260,002575,群兴玩具,0.3151,0.1046,5.5338,1.501,164.7437
261,600758,红阳能源,0.3148,0.10400000000000001,,0.1439,18.3864
262,300467,迅游科技,0.3135,0.1082,0.9573,1.0090000000000001,100.9024
263,300122,智飞生物,0.3135,0.0833,1.1319,1.052,178.1343
264,601088,中国神华,0.3129,0.1,2.3816,0.28300000000000003,54.5942
265,002502,骅威文化,0.3129,0.0555,1.5046,0.812,81.72800000000001
266,603167,渤海轮渡,0.3122,0.1004,2.1609,0.4422,140.9662
267,600461,洪城水业,0.3114,0.0916,2.6081,0.1478,37.0972
268,000981,银亿股份,0.3109,0.1064,6.0442,0.1363,21.8366
269,300164,通源石油,0.3109,0.0976,,0.4685,51.5514
270,000430,张家界,0.3098,0.2395,1.8285,0.8044,109.4736
271,600004,白云机场,0.3095,0.1411,1.3434,0.6814,73.4102
272,000858,五粮液,0.3089,0.1273,1.0438,0.8158,83.9783
273,002776,柏堡龙,0.3081,0.1484,1.5404,0.7035,71.9905
274,600173,卧龙地产,0.308,0.107,7.7856,0.1701,30.3989
275,603869,北部湾旅,0.308,0.1211,1.5726,0.7257,85.0282
276,300482,万孚生物,0.3074,0.1651,1.0516,1.3459999999999999,153.4006
277,000767,漳泽电力,0.3053,0.0837,4.6289,0.1079,21.705
278,002027,分众传媒,0.3049,0.2104,0.7769,0.3387,34.0631
279,002714,牧原股份,0.3048,0.1295,1.5363,0.2582,31.6923
280,603555,贵人鸟,0.3044,0.1242,1.8062,0.2454,36.9456
281,002294,信立泰,0.3037,0.196,0.8317,1.5277,176.3008
282,002222,福晶科技,0.3026,0.0918,1.7676,0.9615,148.3339
283,600190,锦州港,0.3021,0.0454,4.2126,0.0911,20.607
284,601965,中国汽研,0.3021,0.0816,1.1907,0.5825,84.1159
285,000975,银泰资源,0.3019,0.045,0.6795,0.8597,87.0492
286,002677,浙江美大,0.3002,0.1283,0.9989,0.9232,94.0624
287,300238,冠昊生物,0.3001,0.0841,1.0863,0.3641,49.7502
288,002648,卫星石化,0.2992,0.1765,,0.3158,37.2208
289,600371,万向德农,0.2988,0.1662,17.8018,0.4081,45.9929
290,002719,麦趣尔,0.2984,0.1074,2.1698,0.48700000000000004,50.4833
291,600831,广电网络,0.2971,0.1311,5.3568,0.2054,25.6092
292,600726,华电能源,0.2965,0.1112,98.7195,0.1318,22.1231
293,600260,凯乐科技,0.2962,0.1238,7.7305,0.2014,26.0768
294,002077,大港股份,0.29600000000000004,0.0606,,0.092,10.7448
295,300267,尔康制药,0.2955,0.1081,0.8664,0.9538,105.2949
296,002191,劲嘉股份,0.294,0.149,1.0131,0.8051,82.6418
297,000848,承德露露,0.294,0.3193,1.6979,1.0070000000000001,105.7997
298,000752,西藏发展,0.2931,0.0805,2.0187,0.6214,63.9844
299,300526,中潜股份,0.293,0.2041,2.5708,0.4112,58.6081
300,600161,天坛生物,0.2925,0.084,4.0946,0.1394,33.2595
301,000812,陕西金叶,0.2924,0.0789,3.2571,0.1826,18.5979
302,300258,精锻科技,0.2924,0.1132,1.4594,0.39799999999999996,49.4884
303,601111,中国国航,0.2915,0.1486,4.3978,0.2158,63.2356
304,300445,康斯特,0.2909,0.1179,1.1081,1.5741,157.41299999999998
305,600770,综艺股份,0.2909,0.0245,,0.0797,9.0395
306,600873,梅花生物,0.2906,0.1896,7.7299,0.3584,53.4518
307,002275,桂林三金,0.2905,0.1444,1.0579,0.9566,128.5483
308,600116,三峡水利,0.2903,0.0881,2.1049,0.1852,36.196999999999996
309,603508,思维列控,0.29,0.0838,0.7888,0.8336,84.8764
310,600110,诺德股份,0.2897,0.0874,4.5821,0.1305,16.4369
311,603369,今世缘,0.2896,0.1295,1.0289,0.5083,51.2016
312,300124,汇川技术,0.2894,0.1348,0.9614,0.484,50.9133
313,002283,天润曲轴,0.2879,0.1016,3.1748,0.3566,36.4897
314,002259,升达林业,0.2879,0.0595,10.0526,0.0964,12.024000000000001
315,000011,深物业A,0.2875,0.0707,1.9753,0.1359,15.4926
316,000037,*ST南电A,0.2873,0.0844,,0.0959,11.8565
317,002700,新疆浩源,0.2858,0.1145,1.1053,0.5911,59.4701
318,300371,汇中股份,0.2856,0.1081,0.9037,1.3032,143.2399
319,300119,瑞普生物,0.2841,0.0959,1.8393,0.3885,45.4725
320,002634,棒杰股份,0.2834,0.0863,1.9902,0.47200000000000003,48.1573
321,002107,沃华医药,0.2832,0.1988,1.6212,1.0979999999999999,162.0567
322,000543,皖能电力,0.2819,0.1398,1.6079,0.3291,60.3537
323,000958,东方能源,0.2818,0.1361,1.6138,0.242,50.0802
324,300401,花园生物,0.2812,0.054000000000000006,3.5214,0.5608,60.6025
325,002115,三维通信,0.281,0.1176,12.6736,0.2214,36.1916
326,600356,恒丰纸业,0.2809,0.1474,4.463,0.5614,56.9713
327,002657,中科金财,0.2807,0.14400000000000002,2.3089,0.3999,55.4893
328,002298,中电鑫龙,0.2803,0.048,3.1454,0.1234,15.5125
329,300146,汤臣倍健,0.2802,0.1294,1.0235,1.806,189.6375
330,002440,闰土股份,0.2794,0.1664,1.6852,0.8951,90.8862
331,300485,赛升药业,0.2789,0.0871,0.8094,2.7317,278.6327
332,600426,华鲁恒升,0.2784,0.2075,2.6628,0.5689,101.1593
333,300123,太阳鸟,0.2781,0.0681,8.3602,0.146,16.393
334,600969,郴电国际,0.2775,0.0707,3.7791,0.1136,40.3446
335,000601,韶能股份,0.2773,0.098,2.7659,0.1935,56.221000000000004
336,601808,中海油服,0.2772,0.0701,5.9134,0.1404,31.1333
337,600863,内蒙华电,0.2768,0.0784,2.4579,0.1223,26.9212
338,300379,东方通,0.2764,0.0711,0.9277,0.8006,85.4223
339,300036,超图软件,0.2762,0.1244,2.213,0.38799999999999996,46.9003
340,600977,中国电影,0.2756,0.1847,1.9406,0.3692,41.9447
341,002517,恺英网络,0.275,0.4748,0.9852,1.0963,109.6296
342,000418,小天鹅A,0.27399999999999997,0.2512,3.4172,0.4315,43.3676
343,002177,御银股份,0.2739,0.1299,4.3261,0.4557,62.0795
344,600779,水井坊,0.2738,0.1304,2.6603,0.4559,46.2739
345,002233,塔牌集团,0.2735,0.1738,2.7561,0.6339,72.8713
346,300420,五洋科技,0.2731,0.0399,2.602,0.0873,9.0767
347,600258,首旅酒店,0.2729,0.0918,3.2272,0.1424,21.2313
348,300286,安科瑞,0.2726,0.1245,1.3619,0.6354,66.7142
349,600021,上海电力,0.2723,0.0891,2.0768,0.1278,36.366
350,002040,南京港,0.2723,0.0395,1.8474,0.1073,13.7344
351,002439,启明星辰,0.2719,0.1475,1.6349,0.4057,42.9086
352,002263,大东南,0.2709,0.0577,,0.2022,21.7247
353,300294,博雅生物,0.2707,0.0672,0.8801,0.5249,60.2981
354,601216,君正集团,0.2705,0.0638,1.5879,0.1582,26.3389
355,300130,新国都,0.2705,0.1451,3.0599,0.4753,49.3417
356,002460,赣锋锂业,0.2703,0.1448,2.9325,0.5679,75.7882
357,600880,博瑞传播,0.2703,0.0719,5.0675,0.5232,57.28
358,002625,龙生股份,0.2695,0.155,2.7044,0.6246,65.1693
359,300395,菲利华,0.2694,0.1057,1.089,0.6206,78.5338
360,002138,顺络电子,0.2689,0.1095,1.3567,0.42700000000000005,53.0132
361,300511,雪榕生物,0.2687,0.1543,2.1859,0.2419,30.6662
362,601006,大秦铁路,0.2687,0.1232,1.1156,0.5898,90.6232
363,600533,栖霞建设,0.2685,0.1144,8.7278,0.1647,26.0699
364,300396,迪瑞医疗,0.2679,0.086,1.2670000000000001,0.316,63.9568
365,300528,幸福蓝海,0.2669,0.2111,3.3575,0.7476,79.2183
366,000036,华联控股,0.2664,0.0169,1.1506,0.0288,6.5342
367,002006,精功科技,0.2659,0.1109,12.3625,0.2529,25.543000000000003
368,600505,西昌电力,0.2658,0.0979,3.6482,0.1933,27.4628
369,000025,特力A,0.2656,0.069,1.8878,0.2781,30.7527
370,600157,永泰能源,0.265,0.0326,2.9034,0.0464,10.4991
371,002235,安妮股份,0.2646,0.1781,5.244,0.4514,45.2624
372,600506,香梨股份,0.2644,0.0481,5.9951,0.6445,126.2581
373,000422,湖北宜化,0.2638,0.121,89.0607,0.1516,21.5538
374,002628,成都路桥,0.2633,0.067,20.2979,0.1243,14.3766
375,300434,金石东方,0.2631,0.0712,1.3177,0.6323,64.6496
376,002507,涪陵榨菜,0.2629,0.1474,1.5546,0.8582,128.3258
377,000997,新大陆,0.2628,0.1668,2.1691,0.322,32.2439
378,002089,新海宜,0.2621,0.0936,2.8875,0.1586,17.8493
379,300049,福瑞股份,0.2618,0.0775,1.6638,0.4052,62.3283
380,600172,黄河旋风,0.2617,0.0627,1.7296,0.1552,21.2914
381,000685,中山公用,0.2615,0.0234,0.2116,0.1189,40.1358
382,300522,世名科技,0.2615,0.1843,1.0635,0.6465,215.6088
383,300251,光线传媒,0.2611,0.0486,0.9547,0.3265,40.6352
384,002739,万达院线,0.2611,0.1351,1.7585,0.3293,82.7308
385,002401,中海科技,0.261,0.1397,2.9394,0.3398,33.9846
386,600017,日照港,0.261,0.0615,3.0743,0.1555,38.0049
387,603377,东方时尚,0.261,0.207,1.0962,0.4375,53.1084
388,300289,利德曼,0.2609,0.1072,0.9983,0.4459,50.074
389,300070,碧水源,0.2607,0.0739,0.9326,0.3176,41.5698
