,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
745,300114,中航电测,0.1728,0.0978,1.538,0.3875,41.3247
746,000998,隆平高科,0.1728,0.0697,0.7490000000000001,0.1362,17.0384
747,300335,迪森股份,0.1727,0.0453,2.086,0.2811,29.304000000000002
748,601238,广汽集团,0.1727,0.0757,1.2683,0.1833,27.224
749,603696,安记食品,0.1724,0.0653,0.8632,1.5002,150.0241
750,000650,仁和药业,0.1723,0.1377,0.9981,0.7828,80.7787
751,000973,佛塑科技,0.1723,0.1019,3.9623,0.1961,36.2687
752,300341,麦迪电气,0.1722,0.1177,1.2975,0.8556,93.0598
753,300531,优博讯,0.1721,0.1285,0.7885,0.4731,52.3008
754,300342,天银机电,0.1721,0.0874,0.7301,0.5803,62.4252
755,002711,欧浦智网,0.1719,0.1084,1.7907,0.2159,22.6004
756,002226,江南化工,0.1719,0.0504,3.3141,0.2276,29.7079
757,002688,金河生物,0.1719,0.114,1.857,0.2588,26.4741
758,300481,濮阳惠成,0.1718,0.1299,1.0466,1.9421,270.8057
759,600469,风神股份,0.1717,0.1589,4.4157,0.2799,39.4793
760,600566,济川药业,0.1713,0.18,0.9449,0.7397,76.8181
761,300046,台基股份,0.1711,0.0342,0.9895,0.6553,71.7766
762,600419,天润乳业,0.171,0.0936,1.8015,0.262,38.5251
763,300004,南风股份,0.171,0.0375,3.5249,0.2007,27.204
764,601007,金陵饭店,0.1709,0.0388,3.3978,0.1036,26.611
765,002497,雅化集团,0.1709,0.0793,1.7959,0.4598,51.2901
766,000707,双环科技,0.1708,0.0598,43.1531,0.0691,8.5055
767,002266,浙富控股,0.1707,0.0232,1.2009999999999998,0.0583,7.9184
768,002153,石基信息,0.1703,0.0641,0.9073,0.5539,63.4869
769,000032,深桑达A,0.17,0.1575,6.7699,0.5425,56.8771
770,603315,福鞍股份,0.17,0.0675,1.2967,0.1695,20.8566
771,002232,启明信息,0.1699,0.1404,51.2182,0.3942,47.8242
772,300065,海兰信,0.1699,0.0336,1.5377,0.1833,22.7307
773,000669,金鸿能源,0.1699,0.0475,1.5238,0.0869,14.7304
774,603008,喜临门,0.1698,0.0889,1.5072,0.1521,19.1528
775,300521,爱司凯,0.1695,0.1059,0.7106,0.5322,60.3316
776,002206,海利得,0.1694,0.0988,1.8151,0.2375,24.5338
777,300132,青松股份,0.1691,0.1104,9.1368,0.3297,45.6645
778,300170,汉得信息,0.1691,0.0978,0.9594,0.5633,57.3666
779,002667,鞍重股份,0.16899999999999998,0.0321,4.5222,0.3026,40.9035
780,300383,光环新网,0.1689,0.0634,0.8751,0.2361,31.5272
781,002098,浔兴股份,0.1684,0.1188,2.4374,0.4029,45.4791
782,603909,合诚股份,0.1683,0.1189,0.8692,0.5251,67.0255
783,002051,中工国际,0.1681,0.0688,1.3839,0.1018,10.5464
784,002296,辉煌科技,0.1674,0.0442,1.2643,0.13699999999999998,23.5825
785,002690,美亚光电,0.1674,0.0648,0.49,0.5693,74.3335
786,300175,朗源股份,0.1673,0.0899,3.767,0.2266,23.5263
787,002664,信质电机,0.16699999999999998,0.0919,1.2341,0.20800000000000002,20.8016
788,603015,弘讯科技,0.1669,0.0541,0.9628,0.5095,52.3623
789,603866,桃李面包,0.1668,0.1993,1.232,1.5507,158.5588
790,000887,中鼎股份,0.1667,0.146,1.4544,0.2972,59.6641
791,000726,鲁泰A,0.1665,0.113,1.3971,0.5663,62.9305
792,000068,华控赛格,0.1664,0.0375,3.4915,0.2974,30.1756
793,000623,吉林敖东,0.1662,0.0196,0.1491,0.1724,20.691999999999997
794,002546,新联电子,0.166,0.0698,0.7883,0.3506,36.8857
795,002706,良信电器,0.1655,0.1361,1.34,0.5221,57.2993
796,601107,四川成渝,0.1655,0.0474,1.4671,0.0786,30.2345
797,002019,亿帆医药,0.1651,0.0884,1.1105,0.2412,28.1386
798,300321,同大股份,0.1651,0.1085,2.1632,0.5770000000000001,69.9711
799,002812,创新股份,0.1651,0.1485,1.2452,0.3599,37.5686
800,300015,爱尔眼科,0.165,0.1603,1.196,0.6894,90.1154
801,002668,奥马电器,0.165,0.1791,2.9061,0.3062,36.1011
802,300452,山河药辅,0.1648,0.0931,0.9635,0.4497,65.4392
803,002476,宝莫股份,0.1647,0.0789,,0.2732,38.5526
804,300509,新美星,0.1647,0.0844,1.4914,0.1313,13.735999999999999
805,300016,北陆药业,0.1645,0.077,2.6152,0.6888,103.4619
806,600131,岷江水电,0.1644,0.0645,1.2435,0.1038,31.728
807,002651,利君股份,0.1641,0.0377,0.6499,0.1483,15.0863
808,603333,明星电缆,0.1637,0.0585,31.1633,0.3707,45.7094
809,601636,旗滨集团,0.1637,0.068,4.939,0.1155,18.1877
810,300057,万顺股份,0.1634,0.079,5.8207,0.192,20.2865
811,300167,迪威视讯,0.1634,0.0451,3.265,0.1204,12.4043
812,300136,信维通信,0.1632,0.109,0.9584,0.3808,38.3859
813,002568,百润股份,0.163,0.2107,0.7663,0.4657,47.034
814,600719,大连热电,0.1629,0.076,10.4796,0.1491,15.394
815,600515,海航基础,0.1628,0.0574,3.363,0.0751,18.3982
816,300087,荃银高科,0.1628,0.0893,2.3069,0.3073,33.2562
817,600101,明星电力,0.1625,0.07400000000000001,2.5193,0.2379,31.0689
818,300021,大禹节水,0.1624,0.1111,3.0674,0.1635,17.0214
819,600436,片仔癀,0.162,0.0753,0.6594,0.4065,84.4228
820,002543,万和电气,0.1619,0.1595,2.1273,0.473,50.1474
821,000881,大连国际,0.1619,0.0691,,0.0857,12.0539
822,600279,重庆港九,0.1618,0.0455,2.6658,0.1068,23.4835
823,600818,中路股份,0.1617,0.1123,2.4561,0.2663,27.3893
824,600584,长电科技,0.1616,0.0683,,0.0925,16.932000000000002
825,600067,冠城大通,0.1613,0.06,2.6228,0.107,16.4636
826,600078,澄星股份,0.1612,0.0603,11.3586,0.0877,9.4891
827,002250,联化科技,0.1608,0.1016,1.0,0.2979,44.9387
828,002798,帝王洁具,0.1606,0.1338,1.1631,0.8086,85.1028
829,600628,新世界,0.1606,0.1045,8.0542,0.2287,23.3394
830,002381,双箭股份,0.1606,0.1005,1.44,0.513,51.3016
831,002581,未名医药,0.1605,0.057,0.5731,0.5065,58.5514
832,601877,正泰电器,0.1601,0.159,1.0292,0.3851,40.308
833,300349,金卡股份,0.1599,0.0756,1.0637,0.3682,39.1922
834,002360,同德化工,0.1597,0.0827,1.2492,0.4619,70.0049
835,002422,科伦药业,0.1597,0.0549,2.2872,0.1085,16.0952
836,002632,道明光学,0.1597,0.0438,1.5246,0.4628,61.4706
837,300200,高盟新材,0.1597,0.0932,1.4573,1.1453,134.5858
838,000999,华润三九,0.1595,0.1048,0.9883,0.2899,38.1604
839,600887,伊利股份,0.1593,0.2406,2.0489,0.4894,52.3925
840,002202,金风科技,0.1589,0.0908,1.661,0.1358,22.7881
841,300507,苏奥传感,0.1589,0.1708,0.9098,0.8496,92.0219
842,002352,鼎泰新材,0.1584,0.1196,4.2139999999999995,0.5969,62.013000000000005
843,002444,巨星科技,0.1584,0.091,1.0454,0.3569,41.5482
844,000935,四川双马,0.158,0.0572,,0.1428,17.8358
845,603126,中材节能,0.158,0.0729,1.8004,0.1558,18.3304
846,002129,中环股份,0.1579,0.0377,3.7436,0.0738,11.6698
847,600825,新华传媒,0.1579,0.0575,4.9553,0.1421,14.208
848,603188,亚邦股份,0.1578,0.0886,0.5433,0.3846,39.6909
849,002531,天顺风能,0.1578,0.073,1.1176,0.1453,16.8063
850,002799,环球印务,0.1577,0.1076,1.811,0.2356,32.6718
851,300003,乐普医疗,0.1576,0.0565,0.7323,0.1825,21.7938
852,002602,世纪华通,0.1576,0.094,1.1626,0.4426,50.0641
853,600499,科达洁能,0.1572,0.0671,1.0623,0.1401,16.222
854,603798,康普顿,0.1571,0.215,1.3378,0.6155,80.6447
855,002044,美年健康,0.157,0.0736,1.1526,0.2661,29.5441
856,603077,和邦生物,0.1569,0.0401,1.8816,0.0973,12.0728
857,600572,康恩贝,0.1568,0.0869,1.6503,0.1661,19.5133
858,300239,东宝生物,0.1561,0.0584,7.7381,0.6201,85.5567
859,002457,青龙管业,0.156,0.0515,2.713,0.1891,19.5017
860,002597,金禾实业,0.1556,0.1424,2.8177,0.3592,49.9282
861,002125,湘潭电化,0.1554,0.0369,7.9184,0.0619,10.1216
862,601018,宁波港,0.1553,0.0536,0.9233,0.18600000000000003,25.0605
863,000939,凯迪生态,0.155,0.0165,1.5898,0.0217,3.977
864,000582,北部湾港,0.1549,0.0383,1.1594,0.0876,17.756
865,002231,奥维通信,0.1547,0.071,12.7542,0.3218,34.9697
866,002518,科士达,0.1547,0.0935,1.0241,0.3113,32.777
867,603999,读者传媒,0.1543,0.0664,1.3056,0.4696,95.7293
868,300491,通合科技,0.1542,0.0544,0.6693,0.2188,32.6657
869,601678,滨化股份,0.1542,0.1021,1.9585,0.3021,49.2643
870,300369,绿盟科技,0.1542,0.0635,0.6995,0.3056,34.2466
871,300248,新开普,0.154,0.0584,1.2945,0.1508,16.1108
872,600682,南京新百,0.154,0.1387,6.7977,0.1582,24.5418
873,002398,建研集团,0.1535,0.0834,1.0091,0.4728,50.0011
874,000428,华天酒店,0.1534,0.0192,,0.03,4.3828
875,600561,江西长运,0.1533,0.0646,3.2147,0.0948,19.0445
876,000547,航天发展,0.1527,0.0253,0.7929999999999999,0.1336,20.4623
877,603868,飞科电器,0.1527,0.2515,0.8471,0.7255,75.2026
878,002229,鸿博股份,0.1523,0.0492,5.9344,0.1007,11.2379
879,002662,京威股份,0.1523,0.0801,1.1888,0.2247,66.1291
880,603969,银龙股份,0.152,0.1319,1.5653,2.459,360.5347
881,600197,伊力特,0.152,0.1019,0.882,0.4084,42.1325
882,300035,中科电气,0.1517,0.0265,1.7707,0.2218,24.5299
883,002071,长城影视,0.1516,0.0516,0.5185,0.0854,9.0427
884,601857,中国石油,0.1514,0.1091,6.1683,0.2489,55.4324
885,000059,华锦股份,0.1513,0.1563,12.9009,0.2259,27.7561
886,300269,联建光电,0.1512,0.0706,1.0276,0.3703,39.0717
887,300547,川环科技,0.1512,0.1303,1.0241,0.2909,35.5719
888,600098,广州发展,0.151,0.0915,1.735,0.1936,40.915
889,002485,希努尔,0.1506,0.0554,6.7539,0.1949,20.7185
890,600428,中远航运,0.1505,0.0574,7.0635,0.0919,21.5726
891,000821,京山轻机,0.1505,0.0556,2.3555,0.1543,19.2998
892,000596,古井贡酒,0.1504,0.11,1.1042,0.3363,34.6108
893,600616,金枫酒业,0.1503,0.0651,2.2788,0.325,35.9478
894,000903,云内动力,0.1501,0.0598,2.4825,0.1235,18.7429
895,002247,帝龙文化,0.15,0.1007,1.554,0.5289,61.6749
896,000546,金圆股份,0.1498,0.0639,0.9625,0.1176,14.7159
897,600650,锦江投资,0.1497,0.0662,1.2252,0.2807,44.1854
898,002387,黑牛食品,0.1491,0.0523,,0.1284,28.4022
899,002119,康强电子,0.1491,0.1065,,0.2098,22.2002
900,002119,康强电子,0.1491,0.1065,,0.2098,22.2002
901,300107,建新股份,0.1489,0.0655,2.6724,1.2866,144.9477
902,300203,聚光科技,0.1488,0.0663,1.0123,0.1638,17.7394
903,002443,金洲管道,0.1488,0.1436,4.3516,0.6211,62.979
904,600183,生益科技,0.1485,0.1275,2.0434,0.2787,33.8171
905,002120,新海股份,0.1484,0.158,1.8899,0.5031,50.4089
906,603309,维力医疗,0.1484,0.0925,0.8921,0.7953,86.4115
907,002192,融捷股份,0.1482,0.037000000000000005,2.1607,0.2096,26.9365
908,600366,宁波韵升,0.1481,0.0439,0.5774,0.1738,24.2113
909,300219,鸿利智汇,0.1481,0.1143,1.422,0.2397,32.3909
910,300360,炬华科技,0.1479,0.0992,0.6809,0.2984,30.5662
911,300460,惠伦晶体,0.1478,0.0714,1.4876,0.2913,33.1965
912,600433,冠豪高新,0.1478,0.0479,5.4932,0.1243,18.5911
913,002579,中京电子,0.1478,0.0678,2.932,0.1407,16.6309
914,603311,金海环境,0.1475,0.0742,1.1822,0.3004,30.6231
915,000012,南玻A,0.1471,0.0706,1.7080000000000002,0.1436,21.7736
916,601100,恒立液压,0.1469,0.034,2.6346,0.1337,19.5899
917,000802,北京文化,0.1469,0.0361,2.4943,0.1329,21.3495
918,603997,继峰股份,0.1469,0.0988,0.8687,0.6964,69.9169
919,002534,杭锅股份,0.1468,0.0545,,0.0905,11.8278
920,603818,曲美家居,0.1467,0.1241,1.5748,0.7008,80.9477
921,600717,天津港,0.1465,0.0672,1.3382,0.1559,31.0417
922,600285,羚锐制药,0.1465,0.0579,1.1729,0.1593,19.9723
923,300096,易联众,0.1465,0.0592,2.9527,0.2705,27.1395
924,600380,健康元,0.1463,0.0917,1.5388,0.1949,24.965
925,603686,龙马环卫,0.1463,0.1224,1.4675,0.28600000000000003,28.8044
926,300100,双林股份,0.1462,0.0889,1.4686,0.1873,21.0503
927,600375,*ST星马,0.1461,0.059000000000000004,,0.0851,9.2836
928,603131,上海沪工,0.1459,0.147,1.3831,0.5567,56.8647
929,002487,大金重工,0.1457,0.048,1.2518,0.1501,22.7777
930,002491,通鼎互联,0.1457,0.087,2.1069999999999998,0.1931,19.631
931,603766,隆鑫通用,0.1453,0.1222,1.2449,0.3566,38.3148
932,300214,日科化学,0.1452,0.1332,1.9175,0.8912,91.0427
933,601218,吉鑫科技,0.145,0.0653,2.0016,0.1782,19.8873
934,002511,中顺洁柔,0.145,0.0944,4.8662,0.2034,38.0871
935,002766,索菱股份,0.1449,0.0797,1.7949,0.2312,24.3355
936,300181,佐力药业,0.1448,0.0525,1.0373,0.2341,30.1958
937,601311,骆驼股份,0.1443,0.1184,1.2601,0.4093,75.9085
938,600048,保利地产,0.1441,0.044000000000000004,1.0569,0.057999999999999996,8.0171
939,603158,腾龙股份,0.1441,0.0946,0.9505,0.5573,56.2364
940,002538,司尔特,0.14400000000000002,0.1043,1.7357,0.3915,93.0005
941,600335,国机汽车,0.14400000000000002,0.3205,24.3094,0.3994,41.8574
942,002085,万丰奥威,0.1439,0.1379,1.3375,0.295,46.3395
943,603861,白云电器,0.1438,0.0812,1.0555,0.2072,21.346999999999998
944,300160,秀强股份,0.1437,0.0955,2.4253,0.3588,40.6431
945,601333,广深铁路,0.1437,0.0707,2.1252,0.5023,52.2635
946,600559,老白干酒,0.1437,0.1198,4.4741,0.2665,26.9723
947,600256,广汇能源,0.1431,0.0169,3.0018,0.0245,4.6353
948,600872,中炬高新,0.1428,0.0871,1.4374,0.2284,54.1096
949,603889,新澳股份,0.1428,0.1618,1.6823,0.7033,71.22800000000001
950,603028,赛福天,0.1427,0.1023,1.7079,0.2489,30.82
951,600008,首创股份,0.1426,0.0279,1.4353,0.0414,8.761000000000001
952,600435,北方导航,0.1425,0.0601,2.4466,0.1435,14.7255
953,002394,联发股份,0.1425,0.1108,1.6853,0.2788,53.2642
954,002641,永高股份,0.1425,0.1267,1.9415,0.3137,40.6631
955,000789,万年青,0.1424,0.0883,2.3192,0.1616,25.3665
956,002809,红墙股份,0.1424,0.127,0.7741,0.8078,81.7931
957,002582,好想你,0.1422,0.0666,,0.159,36.6044
958,002088,鲁阳节能,0.1421,0.0766,2.7969999999999997,0.3226,33.3712
959,002427,尤夫股份,0.142,0.0928,2.7333,0.312,33.7652
960,603090,宏盛股份,0.1418,0.1133,0.9121,0.5845,59.2866
961,600567,山鹰纸业,0.1413,0.0751,6.6666,0.113,13.4384
962,002080,中材科技,0.1412,0.1029,2.4433,0.1676,18.976
963,603737,三棵树,0.141,0.2175,1.8545,0.4904,49.9081
964,300447,全信股份,0.1406,0.052000000000000005,0.4913,0.2958,31.1925
965,002331,皖通科技,0.1405,0.0693,1.6556,0.2384,24.0643
966,000403,ST生化,0.1405,0.0556,1.0519,0.095,10.5337
967,600982,宁波热电,0.1403,0.0428,1.3679,0.214,59.6287
968,300393,中来股份,0.1402,0.0644,0.9558,0.14400000000000002,19.9901
969,000513,丽珠集团,0.1401,0.1149,1.4067,0.2839,29.4075
970,300089,文化长城,0.14,0.0524,5.0271,0.1598,15.9752
971,600265,*ST景谷,0.14,0.0359,,0.0287,2.8714
972,300523,辰安科技,0.1398,0.0742,0.6268,0.1319,14.9621
973,600292,远达环保,0.1397,0.0577,1.5762,0.1431,16.9999
974,603010,万盛股份,0.1395,0.1106,1.4435,0.6823,77.6924
975,601113,华鼎股份,0.1394,0.0521,2.2138,0.1448,17.3516
976,300367,东方网力,0.1392,0.0386,0.5239,0.0921,12.8886
977,300427,红相电力,0.1391,0.0559,0.5622,0.3287,34.495
978,603518,维格娜丝,0.139,0.0759,1.022,0.8631,100.9196
979,002327,富安娜,0.139,0.0994,0.7252,0.4549,47.6165
980,002014,永新股份,0.1389,0.1192,1.3589,0.5558,61.3867
981,603558,健盛集团,0.1389,0.0828,0.9794,0.23399999999999999,23.8207
982,002315,焦点科技,0.1385,0.0279,0.4408,0.1585,18.3816
983,002687,乔治白,0.1384,0.0676,1.5345,0.2779,32.1227
984,601899,紫金矿业,0.1382,0.1224,7.6484,0.1975,32.574
985,002795,永和智控,0.1381,0.1569,1.0001,0.3162,32.3797
986,600388,龙净环保,0.1373,0.0751,1.8087,0.10300000000000001,11.3972
987,002154,报喜鸟,0.1372,0.0678,3.0753,0.1771,23.1806
988,002150,通润装备,0.1371,0.1421,1.8249,0.4825,48.4125
989,300217,东方电热,0.13699999999999998,0.0557,1.619,0.2803,30.6868
990,000561,烽火电子,0.1369,0.0651,1.5798,0.1293,14.8698
991,600277,亿利洁能,0.1368,0.0532,7.2341,0.1043,15.8251
992,603198,迎驾贡酒,0.1366,0.0762,0.7538,0.2506,25.8047
993,600062,华润双鹤,0.1365,0.0903,1.0549,0.5276,63.5135
994,603520,司太立,0.1364,0.0642,1.2915,0.09300000000000001,14.7187
995,600395,盘江股份,0.1362,0.0534,23.8835,0.1261,18.927
996,600452,涪陵电力,0.136,0.1382,0.9133,0.3172,31.7931
997,300027,华谊兄弟,0.136,0.0294,0.4326,0.0736,8.8386
998,002561,徐家汇,0.136,0.1124,1.0295,0.6412,74.6667
999,002256,彩虹精化,0.1359,0.0369,1.3255,0.0545,6.5687
1000,002713,东易日盛,0.1359,0.1449,2.6513,0.2716,27.191
1001,300431,暴风集团,0.1358,0.0657,0.5614,0.1298,18.4123
1002,603968,醋化股份,0.1357,0.1007,1.6226,0.2861,36.3115
1003,000830,鲁西化工,0.1354,0.0779,6.0255,0.121,15.4772
1004,600298,安琪酵母,0.1354,0.0921,1.7901,0.1948,20.0887
1005,600860,京城股份,0.1353,0.0701,,0.157,18.3836
1006,600177,雅戈尔,0.1352,0.0296,0.4488,0.0428,7.2855
1007,600114,东睦股份,0.135,0.0799,1.1189,0.2816,30.1518
1008,600132,重庆啤酒,0.1349,0.1205,,0.1792,20.5449
1009,002681,奋达科技,0.1349,0.0745,0.7915,0.365,44.9614
1010,002243,通产丽星,0.1347,0.0783,10.4898,0.5225,62.76
1011,000048,康达尔,0.1347,0.1598,1.4780000000000002,0.2723,28.754
1012,002378,章源钨业,0.1345,0.0578,,0.1482,22.0223
1013,600983,惠而浦,0.1344,0.0918,2.0043,0.2054,21.174
1014,000737,南风化工,0.134,0.0945,,0.0987,10.6702
1015,603026,石大胜华,0.1339,0.2155,8.3508,0.6295,63.6606
1016,600261,阳光照明,0.1339,0.1129,1.5896,0.2842,29.9733
1017,002028,思源电气,0.1338,0.0864,1.2482,0.2572,26.2035
1018,600482,中国动力,0.1334,0.1763,4.511,0.3559,81.7598
1019,002170,芭田股份,0.1334,0.0739,1.8153,0.1459,20.3129
1020,600482,中国动力,0.1334,0.1763,4.511,0.3559,81.7598
1021,002728,台城制药,0.1333,0.0431,0.8491,0.0868,11.6302
1022,603021,山东华鹏,0.1331,0.0526,1.8388,0.0894,9.8357
1023,600262,北方股份,0.1331,0.0486,,0.0724,7.9709
1024,002646,青青稞酒,0.133,0.0666,0.799,0.4703,49.918
1025,002050,三花股份,0.133,0.1019,1.3465,0.2444,32.6729
1026,300539,横河模具,0.1329,0.1114,1.8869999999999998,0.21100000000000002,24.2491
1027,002810,山东赫达,0.1328,0.0843,1.3558,0.1704,20.5845
1028,600720,祁连山,0.1326,0.0592,4.7564,0.1216,20.3644
1029,603899,晨光文具,0.1326,0.1713,1.2216,0.7425,77.4513
1030,002621,三垒股份,0.1326,0.0156,0.326,0.6632,66.3153
1031,601633,长城汽车,0.1321,0.1395,1.2448,0.2993,31.5659
1032,002179,中航光电,0.132,0.0836,1.0337,0.17300000000000001,23.0214
1033,600985,雷鸣科化,0.1319,0.0745,1.0082,0.3494,38.821999999999996
1034,002612,朗姿股份,0.1318,0.0541,2.0257,0.3252,32.518
1035,600338,西藏珠峰,0.1317,0.1627,1.4074,0.3659,36.8672
1036,603699,纽威股份,0.1312,0.0712,0.8201,0.1917,20.4072
1037,002026,山东威达,0.1308,0.0536,1.3539,0.2809,31.6976
1038,600359,新农开发,0.1307,0.0301,,0.0433,5.07
1039,002551,尚荣医疗,0.1306,0.0747,1.4034,0.1605,18.3748
1040,600617,国新能源,0.1305,0.0509,1.6438,0.0665,17.9048
1041,600508,上海能源,0.1305,0.0474,,0.1242,17.8813
1042,600917,重庆燃气,0.1304,0.0976,1.9896,0.1859,36.7015
1043,002186,全聚德,0.1303,0.1298,1.6906,0.6149,64.4023
1044,601567,三星医疗,0.1301,0.0729,0.9583,0.1248,18.9804
1045,600808,马钢股份,0.13,0.0939,,0.1406,19.7278
1046,000729,燕京啤酒,0.1294,0.08900000000000001,2.5866,0.3567,35.8082
1047,000593,大通燃气,0.1294,0.069,3.8678,0.3883,49.6334
1048,600633,浙报传媒,0.1294,0.0558,0.507,0.1754,17.6379
1049,600019,宝钢股份,0.1293,0.0905,29.6565,0.1891,23.0534
1050,002313,日海通讯,0.1292,0.0842,,0.1693,17.0919
1051,002137,麦达数字,0.129,0.0405,2.8166,0.1279,12.8972
1052,000895,双汇发展,0.129,0.252,1.3056,1.1094,112.6389
1053,600864,哈投股份,0.129,0.0241,1.2129,0.0676,12.5709
1054,002478,常宝股份,0.1289,0.0955,1.6695,0.4443,44.4531
1055,002094,青岛金王,0.1289,0.0993,1.6836,0.1709,21.4425
1056,600196,复星医药,0.1286,0.0424,0.5647,0.0925,14.8185
1057,002678,珠江钢琴,0.1286,0.0767,1.2886,0.3547,51.8669
1058,300079,数码视讯,0.1281,0.032,0.5743,0.1568,16.2891
1059,600673,东阳光科,0.1279,0.0548,7.4282,0.0888,11.734000000000002
1060,300489,中飞股份,0.1278,0.0285,0.568,0.1115,27.7049
1061,300497,富祥股份,0.1277,0.0733,0.7907,0.179,24.5236
1062,002722,金轮股份,0.1275,0.0322,1.0956,0.0733,7.4166
1063,603611,诺力股份,0.1275,0.1113,1.3406,0.3302,38.9148
1064,002415,海康威视,0.1273,0.1061,0.5468,0.2919,31.3081
1065,002348,高乐股份,0.1272,0.0424,0.9437,2.1562,285.7448
1066,600706,曲江文旅,0.1272,0.0726,2.6777,0.1403,20.3557
1067,000553,沙隆达A,0.1272,0.0927,1.9449,0.3138,54.2336
1068,002470,金正大,0.127,0.1919,2.0281,0.6224,71.1149
1069,002365,永安药业,0.127,0.0587,4.1092,0.8456,119.7439
1070,000719,大地传媒,0.1269,0.0974,1.2979,0.2858,35.8962
1071,601058,赛轮金宇,0.1269,0.0954,6.2824,0.1438,18.3083
1072,002341,新纶科技,0.1267,0.0357,,0.0609,7.5024
1073,002699,美盛文化,0.1266,0.0373,0.4062,0.2433,28.2551
1074,600642,申能股份,0.1265,0.0703,1.3813,0.1752,25.9304
1075,603421,鼎信通讯,0.1265,0.0946,0.4717,0.4978,49.856
1076,002318,久立特材,0.1264,0.0943,3.0476,0.3131,37.0221
1077,002164,宁波东力,0.1261,0.0346,5.6571,0.0849,8.7535
1078,002592,八菱科技,0.126,0.0321,0.6529,0.1536,16.4344
1079,600444,国机通用,0.1256,0.1044,3.4878,0.1581,16.2847
1080,000026,飞亚达A,0.1253,0.0933,3.2467,0.2038,27.3508
1081,600195,中牧股份,0.1252,0.1207,1.8855,0.5124,53.5402
1082,600893,中航动力,0.1252,0.0617,2.7323,0.1,11.2832
1083,002268,卫士通,0.1251,0.0764,1.2338,0.1693,18.019000000000002
1084,300543,朗科智能,0.1251,0.1684,1.4237,0.3208,32.0796
1085,300329,海伦钢琴,0.125,0.0519,1.4751,0.4118,41.3112
1086,002377,国创高新,0.125,0.0976,4.4761,0.1944,27.7661
1087,002712,思美传媒,0.1248,0.1838,3.505,0.4083,57.386
1088,002635,安洁科技,0.1248,0.076,0.7766,0.3121,34.3996
1089,603806,福斯特,0.1248,0.086,0.6426,0.7343,75.9911
1090,601996,丰林集团,0.1247,0.067,2.6057,0.3909,101.6882
1091,300162,雷曼股份,0.1243,0.0383,2.5867,0.3169,34.2276
1092,600406,国电南瑞,0.1243,0.0738,0.9074,0.1476,14.8594
1093,300111,向日葵,0.124,0.0735,2.5805,0.1248,14.9304
1094,002017,东信和平,0.124,0.1154,2.5436,0.2473,28.3281
1095,600478,科力远,0.124,0.0366,2.4436,0.0828,15.0563
1096,603168,莎普爱思,0.124,0.0896,0.6491,0.2981,37.7247
1097,002134,天津普林,0.1238,0.0662,,0.2426,26.9583
1098,000970,中科三环,0.1238,0.0815,1.3102,0.5848,63.4348
1099,603355,莱克电气,0.1238,0.1333,1.3635,0.4269,43.7651
1100,000526,紫光学大,0.1236,0.0092,,0.0162,1.6236
1101,600588,用友网络,0.1235,0.0503,1.6027,0.1132,11.6834
1102,300378,鼎捷软件,0.1233,0.0811,10.3438,0.301,30.1387
1103,600316,洪都航空,0.1232,0.0361,4.3589,0.0804,9.1223
1104,300259,新天科技,0.1232,0.0455,0.5925,0.3158,36.5029
1105,000798,中水渔业,0.1232,0.0755,,0.2115,23.162
1106,601898,中煤能源,0.1229,0.0283,,0.0464,10.7687
1107,002100,天康生物,0.1229,0.1346,2.0921,0.3607,40.3695
1108,300546,雄帝科技,0.1226,0.0781,0.5720000000000001,0.2722,28.0868
1109,002767,先锋电子,0.1224,0.0491,0.6767,0.3227,32.2693
1110,300515,三德科技,0.1224,0.0796,0.652,0.2345,30.9429
1111,000589,黔轮胎A,0.1223,0.0518,,0.0753,10.6102
1112,002169,智光电气,0.1222,0.0522,1.1497,0.0898,12.505999999999998
1113,000619,海螺型材,0.122,0.107,3.5512,0.3331,125.512
1114,002242,九阳股份,0.122,0.1462,1.2837,0.3401,34.3343
1115,002317,众生药业,0.1219,0.0577,0.6503,0.157,16.4665
1116,603116,红蜻蜓,0.1219,0.0893,1.2054,0.3273,32.8039
1117,000533,万家乐,0.1217,0.1207,2.925,0.2456,29.1311
1118,002450,康得新,0.1215,0.0494,0.6453,0.099,12.4082
1119,603313,恒康家居,0.1214,0.1686,1.0132,0.4852,61.478
1120,300106,西部牧业,0.1213,0.032,3.4702,0.0473,5.2257
1121,600097,开创国际,0.1211,0.0695,,0.2129,22.6218
1122,000695,滨海能源,0.1207,0.0657,21.3908,0.0925,11.7975
1123,002705,新宝股份,0.1207,0.1645,2.7018,0.3376,33.7611
1124,600328,兰太实业,0.1207,0.0426,,0.053,7.0618
1125,300443,金雷风电,0.1205,0.0773,0.5483,0.6135,61.4818
1126,002410,广联达,0.1203,0.0598,0.7204,0.563,56.8149
1127,603688,石英股份,0.1203,0.040999999999999995,0.6808,0.7939,102.7029
1128,002610,爱康科技,0.1201,0.0317,3.2454,0.0399,6.0817
1129,002345,潮宏基,0.1199,0.0737,1.2615,0.1786,17.8573
1130,002409,雅克科技,0.1198,0.0705,1.3349,0.3346,34.9396
1131,002454,松芝股份,0.1196,0.0821,1.0406,0.2121,22.9133
1132,600531,豫光金铅,0.1195,0.1764,103.4981,0.2186,27.7239
