,code,name,mbrg,nprg,nav,targ,epsg,seg
0,600856,中天能源,436.9884,101898.6647,1763.3125,924.5691,56900.0,1326.3392
1,600061,国投安信,-51.6473,95500.101,4175.412,8008.1772,13200.0,4169.1604
2,002027,分众传媒,2075.0779,51267.4479,856.0008,2016.1562,37650.0,828.28
3,600876,洛阳玻璃,8.0999,39104.742,,24.3095,775.0,463.4626
4,000018,神州长城,36306.8296,7972.9489,888.6494,2078.4441,5805.5118,876.8334
5,600466,蓝光发展,4309.373,7495.6633,1797.3798,7455.7076,1277.0035,1386.3546
6,600297,广汇汽车,25121.1241,6113.3814,2172.2409,4932.817,307.3423,2079.7302
7,002102,冠福股份,-29.761,5882.687,41.3777,9.1716,2600.0,41.056000000000004
8,600136,当代明诚,507.5526,5079.2761,529.4529,536.0273,3400.0,545.0379
9,600981,汇鸿集团,323.9597,4771.6659,723.7598,537.1782,1195.1807,685.2027
10,600753,东方银星,8.2839,4451.2262,14.5097,0.3934,9966.6667,38.1013
11,002239,奥特佳,451.8998,3747.1809,509.35400000000004,833.7285,833.3333,506.9745
12,002425,凯撒文化,16.8066,3185.9376,31.6079,49.8033,850.0,34.7706
13,000008,神州高铁,321.5999,2345.2654,386.0129,432.523,160.0,408.9789
14,002619,巨龙管业,30.2527,2135.0443,464.912,257.0588,883.3333,478.6252
15,600629,华建集团,779.9962,2128.548,-29.0088,169.0727,3116.1538,-5.4546
16,300317,珈伟股份,179.685,2113.679,283.2689,367.8253,730.3082,294.4515
17,002323,雅百特,136.5749,2020.6996,-28.4784,-3.5224,1097.0865,-28.4784
18,002680,长生生物,643.8662,1966.4416,362.4864,371.42900000000003,439.3333,362.3103
19,002411,必康股份,90.8379,1791.3518,488.2893,465.5419,684.25,502.0616
20,000576,广东甘化,-16.3752,1672.0787,17.246,34.4632,1900.0,17.3787
21,002395,双象股份,23.3064,1621.0967,2.5051,2.1878,190.3587,1.7969
22,000615,京汉股份,247.2918,1573.0341,150.1544,392.2838,771.4286,111.67399999999999
23,600074,保千里,124.0313,1541.4115,94.351,164.3629,520.6897,132.8689
24,300033,同花顺,442.9069,1483.3506,78.5306,125.0556,709.0909,78.5306
25,002555,三七互娱,678.4336,1472.7435,30.6168,35.3714,132.0,34.7333
26,002127,南极电商,-75.26100000000001,1344.4203,164.9105,48.7085,2850.0,178.4033
27,600533,栖霞建设,101.9106,1323.3925,9.8956,-7.9993,1338.2114,10.5231
28,600299,安迪苏,58.9757,1293.2466,1274.6461,-1.5893,23.4043,924.4217
29,300242,明家联合,433.0351,1250.1512,660.8923,716.3032,420.0,660.8923
30,600338,西藏珠峰,-3.2534,1246.0885,985.8628,141.8001,353.8889,1664.5791
31,002074,国轩高科,210.0482,1137.4456,478.6269,426.9541,433.3333,509.2722
32,600889,南京化纤,-14.2968,1128.2527,33.1784,-25.8059,8177.7778,49.4224
33,300063,天龙集团,89.3393,1106.0148,193.3547,179.2823,2700.0,216.5731
34,000632,三木集团,6.0667,1096.5202,-5.0317,20.6868,0.3846,-2.2880000000000003
35,600970,中材国际,-1.1745,1064.7559,51.0813,13.677999999999999,328.5714,45.0941
36,600191,华资实业,-88.1696,1047.113,19.6115,2.9099,1044.3609,19.6765
37,002099,海翔药业,86.8265,1040.8954,12.3961,15.9167,407.1429,12.5987
38,000698,沈阳化工,-8.2633,1028.3788,24.7841,27.7138,693.1034,24.6128
39,000931,中关村,-64.4708,1018.3526,25.9921,10.1833,997.549,28.0736
40,300059,东方财富,359.5883,1015.7883,335.0035,283.8645,695.4015,334.6043
41,002036,联创电子,253.7486,1010.5112,98.9005,214.2387,650.0,131.5683
42,002270,华明装备,100.5609,1005.5533,184.3589,164.8201,620.0,183.7271
43,000158,常山股份,35.5242,925.0712,119.6109,97.0384,610.0592,119.5081
44,600093,禾嘉股份,1201.5266,894.0327,1227.7878,1170.6025,320.9091,1119.3476
45,600666,奥瑞德,-17.8983,886.9108,433.7557,184.2784,400.0,432.5944
46,300173,智慧松德,162.764,885.3901,4.8472,5.0375,85.7143,4.8472
47,300052,中青宝,-29.9139,870.5128,3.5341,-18.1944,-412.5,8.6379
48,600310,桂东电力,69.8059,845.4304,-27.5496,-0.1802,226.9258,-29.8525
49,600604,市北高新,704.2674,836.6397,167.9759,167.4109,566.6667,124.0783
50,601872,招商轮船,136.613,816.9071,35.0577,11.0245,475.0,35.7505
51,002016,世荣兆业,220.3915,790.1749,-1.4341,11.3327,258.3333,8.7203
52,300206,理邦仪器,5.2337,785.4463,4.6057,7.1927,540.2032,2.0925
53,002568,百润股份,1395.8253,777.4688,53.5135,172.4726,55.5556,53.5135
54,002103,广博股份,60.5777,759.403,117.2027,83.6786,675.0,119.1084
55,300077,国民技术,31.6886,748.1407,3.7487,11.6678,700.0,3.7506
56,300156,神雾环保,302.9961,748.0596,18.7033,28.8322,309.0909,21.004
57,600556,ST慧球,96.1408,744.8774,1587.6093,128.7503,550.0,1562.6549
58,002157,正邦科技,-0.4082,736.2649,46.6841,33.5281,550.0,55.7762
59,002714,牧原股份,15.307,642.9742,80.7805,71.5712,272.7273,80.7805
60,600113,浙江东日,122.5768,577.1121,-27.3571,-17.3661,480.0,-19.2762
61,600365,通葡股份,332.3601,553.6062,11.4964,33.9006,0.0,0.3723
62,002044,美年健康,201.9334,534.5933,623.3729,555.4888,13.6364,689.1542
63,002523,天桥起重,82.6219,531.0684,59.9358,92.0799,325.0,63.33
64,000078,海王生物,13.4191,519.9942,20.2227,32.5026,1896.3077,25.4832
65,601890,亚星锚链,-1.8504,511.9773,4.6971,1.0872,189.0454,5.5222
66,600458,时代新材,80.1849,508.1559,60.5339,27.283,457.1429,61.5977
67,600381,ST春天,4587.5281,489.7351,470.0835,47.2238,40.3861,622.8056
68,002583,海能达,27.0944,485.1853,14.1466,26.4154,166.6667,14.1466
69,002640,跨境通,370.5056,480.506,11.5414,41.6144,12.5,11.6604
70,000667,美好集团,122.2326,467.6427,7.5223,9.655,469.0476,7.8556
71,600330,天通股份,12.6611,466.3317,130.5425,52.3841,342.8571,136.6874
72,002196,方正电机,27.6219,462.0223,174.5483,117.1223,371.4286,174.4164
73,002160,常铝股份,17.2777,453.4288,161.5893,65.2082,233.3333,161.5893
74,300174,元力股份,47.7031,449.6448,24.2958,46.4295,280.8725,4.725
75,600891,秋林集团,1259.86,415.8901,218.6426,200.2061,200.0,224.5592
76,000820,金城股份,-20.2899,412.2874,14.7201,1.207,298.0,14.7201
77,600829,人民同泰,412.3845,405.3421,-33.894,28.971999999999998,248.7627,-31.991999999999997
78,000025,特力A,-34.6807,398.9144,334.2346,44.9376,227.234,352.4535
79,600651,飞乐音响,137.6505,398.8137,11.7453,51.0141,339.0805,12.4513
80,600288,大恒科技,-19.9272,395.5038,1.8637,-3.0469,3.9474,1.9965
81,600769,祥龙电业,5.0918,380.8779,16.919,-9.9243,566.6667,17.4328
82,000833,贵糖股份,64.5369,377.9,210.732,174.5676,120.0,210.732
83,000507,珠海港,-5.4406,375.8593,5.8251,2.1304,358.9862,3.1992
84,000567,海德股份,5.9033,368.6627,-8.0833,-27.4494,274.878,11.9111
85,002298,中电鑫龙,7.8201,366.9945,135.7273,124.3918,275.1381,133.5902
86,600645,中源协和,48.6784,363.023,45.4455,16.5197,440.0,50.4621
87,000707,双环科技,-2.9452,358.7759,0.7267,10.3198,53.6145,0.5022
88,600303,曙光股份,9.2534,356.0379,0.0875,20.6887,750.0,4.6575
89,600211,西藏药业,-17.1028,348.9962,17.3152,-32.5019,336.8056,21.0458
90,000806,银河生物,3.7949,346.0561,145.365,22.4535,174.7989,145.7545
91,300118,东方日升,78.1538,339.6224,12.4525,44.5576,337.0044,12.3026
92,600185,格力地产,73.5605,337.7721,19.2275,11.3068,338.8889,18.8414
93,600637,东方明珠,609.4452,335.2225,479.0665,441.9866,117.3827,459.3226
94,300119,瑞普生物,35.4816,324.2774,2.4987,18.44,305.0,-0.4489
95,002594,比亚迪,37.4822,324.1551,24.6927,22.8456,522.2222,27.3158
96,600236,桂冠电力,80.783,321.4251,151.8414,96.0248,108.5,220.7412
97,002413,雷科防务,-6.2961,320.8502,76.3908,45.9156,246.6667,76.3908
98,600399,抚顺特钢,-16.4123,318.9353,9.7642,11.5208,158.6667,9.7642
99,002130,沃尔核材,-0.4766,316.5098,42.3267,38.1516,316.6667,43.1824
100,002083,孚日股份,-7.507999999999999,316.0559,7.9234,-1.4080000000000001,325.0,7.9604
101,002407,多氟多,2.3551,310.513,41.9737,20.9051,750.0,44.4516
102,600704,物产中大,380.8222,302.2793,203.1049,140.6685,46.2345,223.7966
103,300099,尤洛卡,-7.8073,297.8582,1.5563,1.0725,373.913,0.2515
104,002124,天邦股份,-17.7485,295.8249,81.5089,4.3903,218.75,96.4853
105,000796,凯撒旅游,730.8341,294.5879,167.2787,179.1801,102.8276,203.3709
106,000670,*ST盈方,114.8012,291.8941,5.6506,-4.5748,144.7619,15.5891
107,300023,宝德股份,266.6916,289.17400000000004,199.6554,809.5933,147.0588,190.2004
108,002596,海南瑞泽,58.3227,288.8819,61.9469,51.7921,262.5,62.4058
109,300299,富春通信,69.7943,287.7143,213.9893,191.3967,162.5,226.4688
110,002333,罗普斯金,-0.0141,283.8079,9.7629,-10.2099,290.4762,9.7629
111,002190,成飞集成,76.7132,282.6246,18.6268,38.5024,116.6667,4.1755
112,600053,九鼎投资,39.9075,278.0673,37.0561,82.3223,279.2609,31.9128
113,300032,金龙机电,147.326,277.2773,13.5308,21.9813,20.0,15.8561
114,300431,暴风集团,68.8504,276.9949,130.2725,197.4685,48.9362,123.5493
115,600151,航天机电,6.6845,275.4726,10.3859,23.6141,671.5084,10.1301
116,300116,坚瑞消防,65.5899,274.9772,3.3356,0.4604,98.0392,3.1657
117,002195,二三四五,124.7286,267.8351,9.1773,12.4122,-30.4348,9.4131
118,600727,鲁北化工,7.8529,267.02299999999997,2.5183,-0.4702,300.0,2.5183
119,002502,骅威文化,23.8675,264.3236,237.0123,236.5892,191.6667,237.9177
120,601788,光大证券,,262.5747,59.3656,71.45,252.9003,56.8542
121,000166,申万宏源,,254.6489,128.8926,139.1993,60.7843,133.3696
122,002374,丽鹏股份,93.3959,251.7816,6.2259,31.3358,131.25,6.4984
123,300136,信维通信,60.9436,250.9017,106.5431,86.0617,69.131,106.5431
124,300256,星星科技,131.4855,249.4892,97.463,108.9437,99.8363,100.7761
125,000096,广聚能源,-0.9966,242.5442,6.8377,9.05,250.0,6.8899
126,002053,云南能投,-11.2875,235.0561,100.9554,5.3809,63.7487,108.2542
127,002499,科林环保,-10.5831,232.53,3.1505,-17.7731,87.5,3.5059
128,300138,晨光生物,5.0075,230.7144,41.5091,32.0285,207.7849,40.6372
129,300297,蓝盾股份,90.6871,229.9351,75.4051,71.6552,-27.7778,74.2423
130,600084,中葡股份,-34.0429,229.3106,1.1621,-0.9982,6.9767,0.6372
131,000565,渝三峡A,17.2779,224.2523,21.9601,11.2876,26.9231,22.3438
132,600683,京投发展,141.9867,219.0591,29.2574,-7.0262,433.3333,6.1762
133,300288,朗玛信息,160.9395,217.5714,7.8986,2.6158,-12.1212,11.4273
134,000545,金浦钛业,-3.4113,214.6043,8.6991,19.4056,0.0,8.6991
135,000036,华联控股,99.2641,214.2356,7.6065,41.4718,101.634,8.7796
136,600751,天海投资,70.0068,213.8783,2.8598,1.6766,0.9490000000000001,2.0284
137,600958,东方证券,,212.6368,89.9318,93.3389,165.4545,90.4749
138,600894,广日股份,6.2595,212.0619,48.1946,30.9875,206.8783,47.6638
139,600664,哈药股份,-3.9537,210.8398,-14.6757,-15.25,130.7692,-14.3879
140,002076,雪莱特,81.4207,210.5344,139.2154,134.1872,72.1451,139.285
141,600229,城市传媒,-16.0613,210.2474,51.613,-16.7237,218.8947,66.0734
142,600095,哈高科,-39.8817,209.1933,1.1898,-5.3839,26.25,0.8279
143,300090,盛运环保,35.5487,208.5926,169.7589,97.7118,28.8745,169.6522
144,600419,天润乳业,80.2577,206.9754,132.799,118.75399999999999,266.6667,147.5645
145,002175,东方网络,66.4938,206.3126,12.5015,78.2729,41.7636,6.6475
146,600086,东方金钰,90.6549,205.0172,173.7369,56.198,-17.6303,177.7159
147,600818,中路股份,-0.9576,203.4055,34.8747,28.1472,300.0,28.6145
148,000835,长城动漫,-20.375,202.7555,-16.476,226.9329,207.6923,-16.4491
149,300292,吴通控股,91.4058,200.5172,143.4649,110.0793,110.3448,143.4649
150,000821,京山轻机,11.2714,198.9388,51.3078,43.2658,300.0,53.4412
151,000801,四川九洲,48.9757,198.6197,48.3497,59.1331,127.3892,47.1786
152,002673,西部证券,,197.942,125.2872,101.404,30.6,126.7397
153,000627,天茂集团,-32.902,197.8474,19.7332,14.2621,190.3226,20.0584
154,000882,华联股份,-20.535999999999998,197.5621,-0.6271,2.5652,197.00599999999997,2.763
155,300021,大禹节水,47.0125,196.7467,13.2178,10.5208,195.3083,12.8291
156,002581,未名医药,168.9372,194.9272,186.0745,213.9462,-3.4483,178.1908
157,002221,东华能源,29.1547,194.4435,-2.7219,31.8424,169.9091,12.1031
158,002343,慈文传媒,-46.9381,194.0102,-23.045,65.6968,177.3723,-11.1486
159,002416,爱施德,2.5837,193.1231,3.5197,17.1235,386.2069,3.9597
160,600305,恒顺醋业,8.1028,192.6225,18.3066,1.3607,203.7433,16.7256
161,002252,上海莱士,52.555,189.9874,24.2115,23.2055,15.5556,23.7959
162,300208,恒顺众昇,73.5072,188.8232,43.2725,48.6948,21.0526,43.0539
163,002054,德美化工,92.962,187.0682,9.5325,-4.1261,143.3333,11.7692
164,002736,国信证券,,182.1797,52.1739,51.4405,142.8571,52.1339
165,600109,国金证券,,181.8776,67.0676,114.4225,147.9876,66.9744
166,600999,招商证券,,181.3283,16.4333,50.7981,159.9945,16.4042
167,300265,通光线缆,14.2604,180.6449,9.9209,8.8505,12.5,9.9209
168,002261,拓维信息,16.8457,179.9191,220.8836,215.6922,242.8571,227.4049
169,002169,智光电气,115.1647,177.9577,87.4288,92.5097,125.5265,92.7788
170,300085,银之杰,222.5331,177.3519,8.8383,22.3521,23.2743,8.0649
171,000032,深桑达A,36.7232,176.0411,45.9164,49.2508,77.7778,54.7615
172,002382,蓝帆医疗,-1.7004,172.6671,13.1953,-6.6003,169.2308,13.4319
173,300353,东土科技,66.8995,172.2794,161.1986,160.5727,43.9764,160.0986
174,300068,南都电源,36.0971,171.5612,13.3201,42.4071,88.8889,8.4867
175,300345,红宇新材,17.5126,171.4101,31.9156,29.8461,-33.3333,28.8667
176,000712,锦龙股份,-35.2695,170.9239,25.6347,30.6995,136.3299,32.1555
177,300159,新研股份,149.779,168.1211,399.8279,490.4746,-34.9032,404.5473
178,002643,万润股份,52.6056,166.285,86.75299999999999,88.7087,122.8571,88.3559
179,300350,华鹏飞,14.3238,165.6008,297.6318,171.0399,5.5556,305.9931
180,300319,麦捷科技,207.8923,165.3399,261.2847,335.5657,113.6364,258.0567
181,000776,广发证券,,164.548,92.90899999999999,74.5512,120.0,95.70200000000001
182,300050,世纪鼎利,55.6953,164.2969,5.3793,2.58,130.0,5.2133
183,600369,西南证券,,163.2216,13.7639,23.2754,28.5714,13.5354
184,002562,兄弟科技,13.0309,162.7124,103.321,68.673,100.0,102.5681
185,300301,长方集团,53.9888,162.6635,94.9333,76.8063,-18.1673,78.6013
186,002356,赫美集团,63.0263,159.8471,8.1963,10.6254,-32.0,6.2718
187,600737,中粮屯河,30.5185,158.683,-0.139,2.1342,134.8101,-0.0114
188,600452,涪陵电力,-1.4713,158.6179,32.1187,47.1129,157.7778,32.1187
189,300359,全通教育,127.9742,158.1852,438.7658,493.6431,-6.5217,418.6782
190,000750,国海证券,,157.3674,92.9547,98.7886,136.6667,96.3193
191,002446,盛路通信,72.9763,157.3451,86.9208,93.2273,-3.0303,87.00399999999999
192,000928,中钢国际,-11.8435,154.7514,19.3006,25.5506,114.1979,19.6424
193,300302,同有科技,46.478,154.1178,13.5739,54.7665,41.6667,13.5739
194,300097,智云股份,92.2205,152.6494,166.0731,262.2048,126.3158,164.3821
195,002500,山西证券,,152.62,67.8059,75.2189,147.8261,71.5204
196,300341,麦迪电气,133.3847,152.0544,64.4724,68.8948,82.2896,63.9222
197,000686,东北证券,,150.5145,34.0402,113.545,148.1481,31.2751
198,002253,川大智胜,18.2296,150.0534,56.0231,57.1183,204.5685,57.9009
199,002638,勤上光电,-6.196000000000001,148.202,1.0249,-0.2608,84.6667,0.7402
200,603885,吉祥航空,22.7382,147.7291,63.4237,68.9889,12.7907,67.8146
201,002635,安洁科技,157.1351,145.3521,79.8529,32.2194,17.1429,81.3888
202,600986,科达股份,116.6828,144.7953,389.0443,91.4211,43.75,401.8488
203,600315,上海家化,9.5827,143.5132,50.5502,47.4509,147.0149,50.5622
204,002721,金一文化,26.9393,143.437,161.0122,140.3645,-41.4634,131.5355
205,601555,东吴证券,,143.0546,17.6977,40.2499,104.0816,17.4805
206,000716,黑芝麻,26.0481,141.2484,-4.0154,21.3068,97.1074,-4.0166
207,600260,凯乐科技,85.3094,141.1947,60.433,38.1446,111.1111,62.4604
208,000875,吉电股份,-9.4873,140.9438,4.2405,12.5745,57.4219,3.2108
209,300108,双龙股份,97.633,140.5794,9.0989,7.024,22.5806,9.0371
210,300366,创意信息,122.6227,140.0669,286.8016,237.4754,16.2917,284.2666
211,300176,鸿特精密,15.9611,139.69799999999998,5.8191,11.8223,139.7177,5.8191
212,002329,皇氏集团,49.0871,139.5771,65.0828,95.4691,-33.4491,66.6053
213,600708,光明地产,173.6677,139.3656,333.0068,798.5509,43.9168,398.1357
214,002288,超华科技,-12.8083,138.1208,44.1969,10.1854,55.5556,49.8523
215,601688,华泰证券,,137.8506,94.3734,66.2643,105.3676,95.61200000000001
216,600371,万向德农,-15.172,137.6915,-1.0061,-15.9306,50.0,-0.825
217,300343,联创互联,15.8492,134.0002,213.3058,171.2535,275.0,257.9274
218,300111,向日葵,10.9707,133.5387,4.7678,-2.383,166.6667,4.7724
219,600965,福成股份,22.1378,133.1965,75.05,62.7154,42.8571,75.2261
220,601211,国泰君安,,132.7907,114.8828,42.2922,99.0991,126.7444
221,300053,欧比特,120.2907,132.6803,88.7982,99.5948,112.0,89.69
222,600189,吉林森工,-4.9042,132.665,1.482,18.8372,366.6667,1.1081
223,601377,兴业证券,,131.2064,26.6808,54.8807,133.9171,26.1038
224,300498,温氏股份,26.8062,130.6649,52.5775,29.1986,,53.0437
225,002094,青岛金王,20.7091,129.9348,27.0609,56.2465,86.6667,20.8356
226,300091,金通灵,5.3488,128.3189,6.0361,13.6886,138.806,3.8621
227,601901,方正证券,,127.6454,15.3229,77.6557,85.8172,15.2385
228,300280,南通锻压,-24.5199,127.134,0.6039,2.8568,107.17299999999999,0.713
229,600568,中珠医疗,-13.8511,126.4835,2.5411,-5.4711,63.7288,2.6627
230,600869,智慧能源,3.1646,126.3889,31.8755,7.5092,15.0054,33.5367
231,000958,东方能源,229.2099,126.2416,179.3262,142.0849,102.5,172.8415
232,002419,天虹商场,2.3421,124.6883,20.7022,20.7443,125.3731,20.6209
233,002107,沃华医药,48.7192,124.1665,-13.3734,-0.0614,-9.0909,-24.6084
234,300326,凯利泰,108.1734,123.8186,20.2267,29.1898,-11.6783,11.8462
235,002043,兔宝宝,16.6292,123.5394,11.3226,7.1958,122.2222,11.7224
236,300450,先导智能,74.8889,122.181,153.6802,133.3219,35.5675,153.6802
237,600467,好当家,11.9957,117.4223,0.8235,8.33,66.6667,0.9867
238,000561,烽火电子,16.3124,117.3885,8.416,18.9137,116.6667,8.5651
239,000488,晨鸣纸业,5.9693,115.7318,20.2875,37.2033,92.3077,21.2264
240,002010,传化股份,6.1707,114.8597,415.6543,230.9271,-54.5455,489.876
241,000421,南京公用,153.5065,114.5205,148.3456,189.4265,-14.7443,101.5046
242,300331,苏大维格,2.1985,114.5132,0.4513,1.1519,-44.4444,1.7386
243,002332,仙琚制药,0.3932,114.2692,75.2951,22.7073,81.8182,76.3409
244,600240,华业资本,70.1726,114.2274,19.1742,19.985,113.7931,19.2242
245,600218,全柴动力,5.2822,114.2263,61.2531,24.0844,69.2308,63.1859
246,600536,中国软件,12.3091,113.3155,21.0517,24.7492,71.4286,3.3641
247,002445,中南文化,54.5327,112.9617,107.3981,45.4085,-26.9231,108.7018
248,601766,中国中车,102.0581,112.5869,120.4401,107.016,10.2564,139.1978
249,000587,金洲慈航,-3.9619999999999997,111.7363,469.7365,567.9284,76.9231,479.8902
250,002309,中利科技,31.2988,110.7558,9.2894,24.7316,40.3846,8.4743
251,300247,乐金健康,51.0692,110.0242,118.6145,141.8175,90.1141,117.1893
252,002389,南洋科技,31.9806,110.0101,56.6043,30.0229,77.7778,57.1442
253,600838,上海九百,-17.4321,109.8946,52.6585,45.0971,109.9362,52.6585
254,300267,尔康制药,28.1416,108.4068,153.7239,116.2233,4.7619,157.9763
255,600176,中国巨石,12.5497,108.4005,139.222,24.6234,107.1534,141.7412
256,600837,海通证券,,107.4303,61.8058,63.475,85.0,57.5301
257,600781,辅仁药业,6.2702,106.5817,11.9499,10.6629,128.5714,12.4687
258,300237,美晨科技,56.9683,106.3751,84.1004,53.8143,-66.6667,81.6245
259,600884,杉杉股份,17.5816,106.2095,15.6255,11.2622,90.8019,13.095
260,600029,南方航空,2.9119,106.2035,11.9686,-1.8171,116.6667,9.5967
261,002514,宝馨科技,24.581,105.6252,5.1477,14.5504,142.8571,5.5231
262,300014,亿纬锂能,11.5813,105.1822,73.8161,48.0492,80.9524,75.4195
263,300278,华昌达,300.5207,104.985,7.1978,64.3662,-25.0,7.2229
264,000783,长江证券,,104.9433,21.9718,46.6738,105.5556,20.6355
265,002528,英飞拓,85.1189,104.6607,10.2324,11.5658,39.0,10.2111
266,002657,中科金财,20.8662,104.6495,10.107000000000001,10.7809,-16.3934,10.0513
267,300336,新文化,65.315,104.5393,154.071,165.2648,-25.3968,155.7227
268,000009,中国宝安,12.8465,104.4019,20.6432,23.0172,150.0,36.4488
269,603008,喜临门,30.753,104.0663,16.5668,62.1871,103.3333,16.5786
270,300214,日科化学,9.0825,103.6256,6.792999999999999,11.6221,100.0,7.1075
271,600072,钢构工程,-6.7521,103.5973,1.6009,-8.4246,113.6364,1.5559
272,002519,银河电子,29.8354,103.2531,-0.7685,50.2084,-22.8137,-1.2932
273,600157,永泰能源,36.3011,103.2367,90.3036,68.0232,-49.1274,105.2371
274,601908,京运通,127.7728,103.1008,61.6235,95.7676,0.0,61.2956
275,002042,华孚色纺,10.9398,103.0716,7.9622,6.0573,100.0,7.7715
276,000728,国元证券,,102.9834,14.9119,36.5188,102.8571,14.169
277,300296,利亚德,71.42,102.7194,117.8614,170.054,-7.6923,115.0352
278,300182,捷成股份,79.1653,102.7172,150.8792,157.2727,-30.5196,153.3024
279,300187,永清环保,-14.1841,102.2963,46.4824,48.4377,103.7037,46.1233
280,603010,万盛股份,17.8098,102.1629,81.7832,62.681000000000004,63.4615,81.7832
281,002681,奋达科技,59.6079,102.0657,126.3565,124.6211,0.0,126.3595
282,002349,精华制药,35.0635,101.4456,45.5636,32.8391,51.2418,47.1923
283,600537,亿晶光电,51.3837,101.0968,100.4863,25.3351,60.0,102.4273
284,002797,第一创业,,100.4818,20.2332,57.5928,100.0,19.8005
285,000948,南天信息,16.9128,100.4177,1.1011,0.0529,56.875,0.7888
286,300065,海兰信,-16.5491,99.6869,98.4549,100.6563,88.8889,97.1581
287,000586,汇源通信,-8.4093,99.0145,8.6017,-1.324,125.0,9.1963
288,601599,鹿港文化,6.1211,98.9516,11.1087,6.987,72.2222,8.1729
289,601099,太平洋,,98.19200000000001,11.0127,140.2588,87.7193,15.6247
290,300072,三聚环保,89.3115,98.0716,132.6013,93.7479,50.6329,142.8534
291,300287,飞利信,99.1703,97.9181,138.7819,115.7094,-56.7568,144.7727
292,600429,三元股份,1.0525,97.8545,238.391,81.4893,-6.3123,258.2301
293,300367,东方网力,58.9202,96.5402,148.7748,132.0638,-27.6451,135.127
294,601198,东兴证券,,96.4192,82.713,71.7581,62.6204,82.7149
295,002487,大金重工,159.0025,96.0749,5.7345,21.833000000000002,30.7692,5.7345
296,000685,中山公用,6.5286,95.8224,44.5678,38.0636,9.375,45.4189
297,600477,杭萧钢构,-3.7243,94.9689,25.8842,-1.7188,49.1071,41.1466
298,002080,中材科技,31.7132,94.9658,12.4346,-0.7170000000000001,97.3193,12.0147
299,600686,金龙汽车,25.2152,94.4051,34.9385,37.722,73.2143,59.2852
300,002602,世纪华通,76.7185,94.2737,9.8213,20.7658,-33.3333,9.8371
301,002280,联络互动,109.723,94.163,36.7934,93.2577,-63.1148,33.8998
302,300113,顺网科技,57.4885,93.7367,43.8989,43.7897,81.4815,41.4026
303,300207,欣旺达,51.2333,93.6076,23.5179,18.6819,-22.0588,24.1805
304,000089,深圳机场,-0.698,92.9545,29.436,-5.8479,72.9167,29.3662
305,002707,众信旅游,98.4839,92.8121,187.8808,200.1589,-75.0133,171.5951
306,000990,诚志股份,0.7878,92.2919,11.9869,25.6956,36.2445,4.9431
307,000989,九芝堂,-37.9861,91.5195,135.3895,108.01,24.0964,135.4838
308,002652,扬子新材,5.1713,91.4721,17.1699,81.8767,-43.4783,3.7456
309,002803,吉宏股份,35.2237,91.2819,10.755999999999998,15.4861,,13.5169
310,002622,永大集团,-9.0227,91.2354,-5.3873,-3.8095,-31.25,-5.3873
311,000430,张家界,39.4353,90.4276,22.9696,27.4634,89.4737,22.944000000000003
312,600318,新力金融,-22.7183,89.6266,108.4677,284.8816,-29.5455,6.9887
313,300109,新开源,14.7216,89.2088,190.5367,160.4082,65.3846,190.5367
314,300250,初灵信息,58.4516,89.1103,89.6557,93.3639,90.0,102.1414
315,600203,福日电子,76.0797,89.0695,10.5299,17.6038,7.7137,11.2807
316,600083,博信股份,26.4191,88.2521,31.7126,-34.9399,96.0,33.6014
317,002685,华东重机,208.0451,88.2001,3.8406,9.3643,-33.5034,2.3596
318,600567,山鹰纸业,26.5224,87.463,3.0387,-0.4665,100.0,2.8409
319,002573,清新环境,77.6167,87.2232,16.2872,35.9736,-6.2426,19.4269
320,002426,胜利精密,80.0029,87.0321,76.0798,120.0888,58.9342,68.0911
321,002141,蓉胜超微,-17.2529,86.6055,2.0226,-7.4001,208.1301,2.3009
322,002244,滨江集团,7.3052,86.581,18.7292,10.418,-39.3443,10.0999
323,002178,延华智能,35.4748,85.4349,58.7248,55.7886,-6.25,52.1677
324,300222,科大智能,39.5564,85.1709,11.557,24.8187,-54.5094,13.2599
325,002601,佰利联,28.4326,84.9089,4.1094,24.0973,72.7273,3.8664
326,000150,宜华健康,554.0287,84.6285,103.7021,79.9897,32.8889,102.7641
327,300160,秀强股份,21.826999999999998,84.1548,3.8501,12.6628,65.6938,3.8501
328,002018,华信国际,47.3593,83.9839,13.1713,77.5985,44.4444,7.3853
329,000623,吉林敖东,4.2258,83.5127,38.9015,44.0429,83.5443,38.1324
330,600777,新潮能源,-54.0403,83.2976,93.6099,21.1668,-183.3333,192.6474
331,300100,双林股份,65.1194,82.6381,11.7805,11.640999999999998,31.9149,11.8359
332,600649,城投控股,61.78,82.03200000000001,21.0161,5.2831,83.3333,21.3968
333,002722,金轮股份,33.3322,81.7722,111.3569,184.3332,76.9231,111.3953
334,002279,久其软件,119.3837,81.1431,160.4625,202.8282,65.1427,162.1542
335,300006,莱美药业,5.722,81.0721,66.172,38.2756,100.0,65.0157
336,002166,莱茵生物,-22.0975,81.04,232.8893,35.2832,-46.875,233.1023
337,603159,上海亚虹,9.0292,81.024,22.2502,5.4933,82.1429,22.2502
338,600326,西藏天路,47.4028,80.8405,82.8583,56.5879,116.6667,93.1214
339,600487,亨通光电,30.1714,80.8028,16.2871,24.9734,-46.8318,12.755
