code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
600581,*ST八钢,普钢,新疆,0.0,76644.89,76644.89,1780363.63,231838.02,1445866.38,104487.18,1.36,-0.409,-1.59,-3.5,20020816
300481,濮阳惠成,化工原料,河南,93.38,7294.0,16000.0,45874.76,23895.57,12131.85,7946.2,0.5,0.198,2.65,13.98,20150630
300325,德威新材,塑料,江苏,126.33,79438.1,101707.24,306445.94,236445.22,38204.12,66984.42,0.66,0.028999999999999998,1.41,5.27,20120601
300225,金力泰,染料涂料,上海,55.72,32829.91,47034.0,109434.07,70938.93,32629.35,2514.41,0.05,0.083,1.78,5.2,20110531
002748,世龙实业,化工原料,江西,67.66,7387.12,24000.0,111036.72,46948.45,52616.3,33256.03,1.39,0.151,4.06,5.04,20150319
300062,中能电气,电气设备,福建,73.32,8267.17,15400.0,269330.75,203664.67,25550.97,36077.14,2.34,0.19,5.18,5.39,20100319
600352,浙江龙盛,染料涂料,浙江,15.73,305993.19,325333.19,3388049.5,2110404.0,492137.56,154465.52,0.47,0.29600000000000004,4.45,2.1,20030801
000869,张 裕Ａ,红黄药酒,山东,18.51,45346.07,68546.39,1128432.5,422448.69,306087.97,56595.53,0.83,1.014,12.06,3.11,20001026
002403,爱仕达,家用电器,浙江,36.09,28909.72,35032.07,307879.47,206222.77,53894.33,124542.7,3.56,0.23,5.83,2.58,20100511
300444,双杰电气,电气设备,北京,199.41,9725.29,28339.11,166746.75,123070.17,17360.38,30897.33,1.09,0.07,2.82,10.75,20150423
600960,渤海活塞,汽车配件,山东,76.34,51281.23,52471.94,325472.16,166016.38,83283.72,93120.49,1.77,0.062,3.93,2.42,20040407
300445,康斯特,电器仪表,北京,172.35,4080.0,16320.0,39245.96,27161.65,10234.21,2603.76,0.16,0.083,2.31,12.32,20150424
000012,南 玻Ａ,玻璃,深圳,25.45,130407.18,207533.56,1697522.25,233402.09,1150454.38,126048.15,0.61,0.225,3.72,3.08,19920228
600792,云煤能源,焦炭加工,云南,0.0,95202.89,98992.35,580708.06,139907.75,254338.55,183699.97,1.86,-0.04,2.75,2.09,19970123
000906,物产中拓,批发业,湖南,37.71,33060.57,39293.26,729003.81,625787.88,51324.03,85941.36,2.19,0.179,4.17,3.23,19990707
000687,华讯方舟,通信设备,河北,62.31,53143.28,75736.84,285979.84,156351.91,6233.1,83361.31,1.1,0.154,1.72,11.17,19970221
603508,思维列控,软件服务,河南,91.75,4000.0,16000.0,252717.2,217472.25,9130.0,134174.48,8.39,0.45299999999999996,14.59,5.7,20151224
601600,中国铝业,铝,北京,502.0,1095983.25,1490379.88,18550120.0,6442459.5,7417694.5,2037465.25,1.37,0.004,2.63,1.47,20070430
000552,靖远煤电,煤炭开采,甘肃,58.07,155743.88,228697.09,936871.81,365887.44,331203.31,183963.97,0.8,0.033,2.69,1.44,19940106
000532,力合股份,元器件,广东,146.89,34348.33,34470.83,170449.77,68091.0,6604.32,2536.79,0.07,0.066,2.01,9.67,19940103
002210,飞马国际,仓储物流,深圳,77.2,75673.97,97228.25,1954018.25,1908879.75,10090.92,112159.31,1.15,0.114,2.54,6.92,20080130
002800,天顺股份,仓储物流,新疆,189.16,1868.0,7468.0,60596.98,48198.51,2963.37,15270.51,2.04,0.25,5.24,14.16,20160530
300515,三德科技,电器仪表,湖南,202.84,2500.0,10000.0,54285.68,42608.87,6354.5,20991.76,2.1,0.21,4.28,14.64,20160608
600846,同济科技,综合类,上海,67.99,62476.14,62476.14,904130.88,766920.75,20112.42,21943.32,0.35,0.07200000000000001,2.83,3.47,19940311
300393,中来股份,塑料,江苏,43.3,7691.04,17923.5,191138.72,109665.56,27919.91,33471.5,1.87,0.45299999999999996,4.91,7.99,20140912
600099,林海股份,摩托车,江苏,1118.47,21912.0,21912.0,60419.65,41852.05,12675.71,19940.75,0.91,0.006,2.16,6.38,19970704
002142,宁波银行,银行,浙江,7.42,345246.19,389979.41,83369296.0,0.0,339630.81,994823.63,2.55,1.061,11.34,1.39,20070719
300075,数字政通,软件服务,北京,92.54,26684.17,39163.53,188680.44,122940.22,5564.81,50855.25,1.3,0.11800000000000001,3.52,6.17,20100427
300007,汉威电子,电器仪表,河南,81.11,22364.56,29302.27,336425.38,141417.97,56431.1,58626.55,2.0,0.147,4.26,5.59,20091030
600871,石化油服,石油开采,北京,0.0,281833.34,1414266.13,7747726.5,4340657.0,2918045.0,889421.63,0.63,-0.319,1.43,2.78,19950411
600826,兰生股份,商贸代理,上海,8.88,42064.23,42064.23,479485.91,202551.56,2936.26,13791.29,0.33,1.679,8.87,3.36,19940204
002495,佳隆股份,食品,广东,154.19,66611.13,93562.56,116677.57,28141.39,53991.76,32227.43,0.34,0.026000000000000002,1.18,6.76,20101102
300285,国瓷材料,陶瓷,山东,104.79,20622.31,29915.06,187859.09,113043.57,40022.51,97511.31,3.26,0.2,5.39,7.05,20120113
600114,东睦股份,机械基件,浙江,40.35,38113.55,39076.55,250707.77,98970.25,99785.4,86360.42,2.21,0.19899999999999998,3.99,4.03,20040511
601166,兴业银行,银行,福建,5.21,1905233.63,1905233.63,570969216.0,0.0,1091200.0,5086100.0,2.67,1.49,15.88,1.01,20070205
300278,华昌达,专用机械,湖北,88.13,22365.09,54504.33,354739.78,209918.16,28550.97,69121.21,1.27,0.114,2.82,7.15,20111216
603520,司太立,化学制药,浙江,62.32,3000.0,12000.0,181695.31,70825.45,56787.05,45597.76,3.8,0.45,6.51,7.46,20160309
002118,紫鑫药业,中成药,吉林,253.67,51271.58,64037.98,602918.31,407238.22,78791.21,215917.63,3.37,0.032,5.62,2.89,20070302
600195,中牧股份,饲料,北京,36.26,42980.0,42980.0,582367.13,328597.91,145483.86,91407.75,2.13,0.31,7.38,3.04,19990107
002405,四维图新,软件服务,北京,153.5,100737.46,106673.63,379265.22,237378.77,13293.92,86344.13,0.81,0.08,2.46,9.15,20100518
600229,城市传媒,出版业,山东,36.77,42977.21,70209.6,270343.13,171626.52,26659.58,48495.8,0.69,0.168,2.79,4.41,20000309
600157,永泰能源,煤炭开采,山西,107.41,459565.47,1242579.5,9442496.0,2119081.25,1961674.25,908368.13,0.73,0.019,1.92,2.14,19980513
000900,现代投资,路桥,湖南,12.19,101042.21,101188.54,2064860.25,670071.56,265291.5,97269.88,0.96,0.33799999999999997,7.16,1.15,19990128
002409,雅克科技,化工原料,江苏,136.13,16506.0,33264.0,150705.44,81395.15,23894.32,58512.25,1.76,0.091,4.08,6.08,20100525
002559,亚威股份,机床制造,江苏,59.05,30787.19,37260.37,205195.98,135587.97,34145.4,69822.68,1.87,0.12300000000000001,3.91,3.7,20110303
300139,晓程科技,元器件,北京,271.79,21216.1,27400.0,140759.34,60024.88,17423.85,58043.31,2.12,0.027000000000000003,4.68,3.1,20101112
600603,*ST兴业,综合类,福建,0.0,19464.18,19464.18,24591.47,10503.45,7625.18,54597.26,2.81,-0.111,-0.89,-16.54,19920113
300516,久之洋,电器仪表,湖北,152.72,3000.0,12000.0,126958.01,108555.92,8388.12,62806.51,5.23,0.54,8.97,14.55,20160602
000835,长城动漫,影视音像,四川,0.0,30289.5,32676.03,151207.3,44827.96,15892.9,10362.99,0.32,-0.3,1.11,13.34,19990625
300173,智慧松德,轻工机械,广东,106.27,31274.72,58618.05,213722.59,112586.02,14262.07,81742.11,1.39,0.08,2.76,6.17,20110201
002649,博彦科技,软件服务,北京,43.59,13202.95,17679.19,244117.66,134534.22,19104.88,124198.7,7.03,0.48,10.12,4.0,20120106
002363,隆基机械,汽车配件,山东,64.16,38556.55,38587.35,253460.47,143621.52,83881.71,108003.26,2.8,0.11,4.75,2.7,20100305
600578,京能电力,火力发电,北京,14.59,461732.09,461732.09,4039233.5,493173.09,2170947.25,358309.34,0.78,0.147,3.61,1.19,20020510
000888,峨眉山Ａ,旅游景点,四川,57.23,52682.57,52691.3,253335.55,85593.11,126241.95,42714.37,0.81,0.113,3.64,3.54,19971021
000892,星美联合,通信设备,重庆,0.0,30693.83,41387.69,819.87,709.9,1.7,8873.73,0.21,0.0,0.01,1513.34,19990115
000915,山大华特,化学制药,山东,40.32,17937.64,18025.5,227349.8,110462.97,52477.96,3458.53,0.19,0.5870000000000001,6.7,7.07,19990609
002177,御银股份,电脑设备,广东,58.04,62215.64,76119.13,215077.22,91685.9,29269.09,2967.95,0.04,0.07400000000000001,2.25,3.84,20071101
600162,香江控股,全国地产,深圳,24.84,115171.89,280925.94,1495191.13,1223241.25,52408.92,125183.72,0.45,0.087,1.89,2.29,19980609
603885,吉祥航空,空运,上海,23.47,21500.0,128358.1,1879351.63,641390.31,697017.31,375453.75,2.93,0.61,5.77,4.5,20150527
000007,全新好,酒店餐饮,深圳,0.0,20596.53,23096.53,53814.86,32556.85,7103.0,42324.12,1.83,-0.115,1.48,17.65,19920413
600215,长春经开,园区开发,吉林,75.79,46503.28,46503.28,347287.19,229999.7,4662.91,97851.52,2.1,0.057999999999999996,5.26,1.66,19990909
603636,南威软件,软件服务,福建,198.39,4259.58,10000.0,118677.8,95288.28,8448.99,40682.34,4.07,0.182,8.48,8.53,20141230
300024,机器人,专用机械,辽宁,113.84,139442.52,156023.95,682793.0,447503.84,49067.51,265032.78,1.7,0.106,3.4,7.11,20091030
300338,开元仪器,电器仪表,湖南,550.22,16835.38,25200.0,90635.42,54118.03,21656.17,28627.89,1.14,0.02,2.99,7.36,20120726
000735,罗 牛 山,农业综合,海南,187.86,87947.47,115151.35,567809.19,255086.05,133410.56,155903.09,1.35,0.018000000000000002,2.93,2.26,19970611
002768,国恩股份,塑料,山东,63.2,8700.0,24000.0,112231.65,76810.28,13525.62,22594.65,0.94,0.21,3.12,8.5,20150630
603368,柳州医药,医药商业,广西,38.74,5738.39,14234.79,565684.56,519763.19,15635.42,218929.67,15.38,1.11,21.19,3.79,20141204
600824,益民集团,百货,上海,37.55,105402.71,105402.71,286934.34,107158.15,20953.35,15640.04,0.15,0.08900000000000001,1.89,3.55,19940204
002616,长青集团,环境保护,广东,60.31,22397.63,37921.42,329889.91,128846.36,110994.3,127941.82,3.37,0.18,4.97,4.08,20110920
600143,金发科技,塑料,广东,19.24,256000.0,256000.0,1695007.25,967275.88,384106.44,280908.31,1.1,0.17600000000000002,3.33,2.04,20040623
601969,海南矿业,普钢,海南,0.0,85867.0,186667.0,563113.88,202223.5,89148.75,185412.19,0.99,-0.055,2.23,5.12,20141209
600009,上海机场,机场,上海,18.83,109347.64,192695.84,2644255.0,1132996.75,1014005.81,257549.8,1.34,0.73,10.84,2.53,19980218
002182,云海金属,小金属,江苏,47.74,22014.94,32321.13,321046.59,164682.0,118195.61,78233.86,2.42,0.21600000000000003,4.09,5.06,20071113
601098,中南传媒,出版业,湖南,19.63,179600.0,179600.0,1708401.63,1467177.13,135623.98,444346.25,2.47,0.46799999999999997,6.55,2.8,20101028
000036,华联控股,全国地产,深圳,12.14,112826.02,114158.77,875239.88,756455.0,27930.4,23638.63,0.21,0.38,2.16,4.26,19940617
300407,凯发电气,电气设备,天津,231.79,13493.01,27200.0,109771.52,84232.7,9710.46,12315.63,0.45,0.04,2.9,6.37,20141203
002065,东华软件,软件服务,北京,50.05,136843.39,156989.38,1175875.88,867402.19,41825.0,230628.92,1.47,0.20800000000000002,5.42,3.84,20060823
600983,惠而浦,家用电器,安徽,24.63,53280.0,76643.89,824789.25,693978.81,85753.21,171083.8,2.23,0.235,6.02,1.93,20040727
000885,同力水泥,水泥,河南,3528.74,42679.92,47479.92,584950.44,91089.82,309297.34,119025.63,2.51,0.002,4.6,3.54,19990319
600348,阳泉煤业,煤炭开采,山西,99.83,240500.0,240500.0,3482813.5,1146682.88,954956.13,0.0,0.0,0.035,5.51,1.28,20030821
600030,中信证券,证券,深圳,19.02,981466.19,1211690.88,57005880.0,0.0,355158.47,5444899.5,4.49,0.433,11.24,1.46,20030106
002731,萃华珠宝,服饰,辽宁,199.48,5342.0,15068.0,239661.05,208359.84,16733.15,40195.59,2.67,0.071,7.25,3.9,20141104
000883,湖北能源,火力发电,湖北,11.86,534599.19,650744.94,4075048.75,424955.09,2335447.75,1013497.38,1.56,0.19899999999999998,3.45,1.37,19980519
300158,振东制药,中成药,山西,142.02,28613.25,51992.92,435595.41,200829.13,98142.5,134265.67,2.58,0.12,6.5,2.9,20110107
002570,贝因美,乳制品,浙江,0.0,102058.42,102252.0,532195.19,287035.91,159739.84,118346.17,1.16,-0.21,3.37,3.49,20110412
000893,东凌国际,食品,广东,337.13,40073.44,75690.32,535063.25,110991.47,66977.86,373424.88,4.93,0.017,5.62,2.09,19981224
002769,普路通,仓储物流,深圳,43.12,18807.05,37670.73,2054163.25,2050889.0,467.5,49940.8,1.33,0.302,3.0,8.67,20150629
000498,山东路桥,建筑施工,山东,29.99,35417.01,112013.9,1109049.75,880567.81,41210.17,-55661.8,-0.5,0.11800000000000001,2.82,2.52,19970609
600487,亨通光电,通信设备,江苏,34.7,115126.9,124126.9,1729653.25,1117907.0,323574.78,85257.43,0.69,0.308,3.96,5.4,20030822
603009,北特科技,汽车配件,上海,108.82,3473.02,13106.45,185953.11,123174.13,32871.78,88084.93,6.72,0.23,9.62,4.45,20140718
002044,美年健康,医疗保健,江苏,0.0,103878.22,242148.27,468381.59,166554.98,77262.95,9315.92,0.04,-0.009000000000000001,1.25,11.43,20050518
600693,东百集团,百货,福建,417.57,68483.45,89822.9,584209.63,468618.44,35875.34,12742.17,0.14,0.011000000000000001,2.03,4.7,19931122
000839,中信国安,综合类,北京,136.26,391900.72,391982.63,1242290.75,448927.19,47127.68,251454.0,0.64,0.044000000000000004,1.69,7.07,19971031
002664,信质电机,汽车配件,浙江,45.52,32140.46,40002.0,220315.47,150113.95,44705.1,43894.53,1.1,0.29100000000000004,3.95,6.7,20120316
000703,恒逸石化,化纤,广西,22.32,115358.77,130320.77,2431208.5,859751.13,854025.5,83919.47,0.64,0.27,4.98,2.42,19970328
603609,禾丰牧业,饲料,辽宁,32.56,41839.19,83117.64,470017.34,254137.66,121448.57,10721.16,0.13,0.223,3.33,4.36,20140808
002650,加加食品,食品,湖南,42.77,112732.92,115200.0,297166.59,84587.18,125748.7,20963.18,0.18,0.085,1.69,4.31,20120106
300194,福安药业,化学制药,重庆,57.49,15878.41,39657.07,390522.47,113181.26,98575.0,237967.72,6.0,0.3,9.01,2.7,20110322
000736,中房地产,全国地产,重庆,5889.62,29719.39,29719.39,1037445.38,1015354.63,3967.86,50896.95,1.71,0.001,5.73,2.99,19970425
300419,浩丰科技,软件服务,北京,111.44,8162.33,18387.68,159160.73,77895.06,6277.8,98451.4,5.35,0.16,7.75,4.43,20150122
002771,真视通,软件服务,北京,104.78,3584.64,8064.64,87809.2,74672.88,1280.04,27425.76,3.4,0.39899999999999997,6.85,12.21,20150629
000559,万向钱潮,汽车配件,浙江,34.99,228989.64,229429.95,1245105.0,823194.88,281288.44,30097.22,0.13,0.21100000000000002,1.79,8.28,19940110
300388,国祯环保,环境保护,安徽,85.78,14486.67,30410.02,485961.59,169850.97,22803.25,74228.63,2.44,0.15,4.48,5.51,20140801
600809,山西汾酒,白酒,山西,23.79,86584.82,86584.82,707547.69,462247.31,148326.98,24080.68,0.28,0.415,5.21,3.79,19940106
002048,宁波华翔,汽车配件,浙江,21.09,46056.07,53004.71,1029937.19,577939.25,192027.86,65784.28,1.24,0.5870000000000001,8.45,2.93,20050603
000601,韶能股份,水力发电,广东,14.31,107980.84,108055.15,887200.19,146820.38,675328.31,158531.94,1.47,0.34600000000000003,3.85,2.57,19960830
002690,美亚光电,专用机械,安徽,63.92,32644.5,67600.0,207009.17,174985.23,21839.89,39673.51,0.59,0.175,2.72,8.2,20120731
600126,杭钢股份,普钢,浙江,38.09,83893.88,259783.78,2520708.25,1020143.5,1048965.63,1129462.5,4.35,0.23,5.39,1.84,19980311
300364,中文在线,出版业,北京,859.22,13346.75,28489.9,99212.93,49751.03,979.42,16714.9,0.59,0.03,2.55,18.49,20150121
000034,神州数码,综合类,深圳,42.26,35795.48,65407.03,1629152.38,1482048.25,40202.21,238062.77,3.64,0.45,3.8,8.56,19940509
000830,鲁西化工,农药化肥,山东,28.77,146397.88,146486.06,2313063.5,338091.31,1476060.63,221020.92,1.51,0.05,5.44,0.92,19980807
002687,乔治白,服饰,浙江,59.32,31825.25,35485.19,132789.8,57245.76,54772.7,36338.87,1.02,0.106,2.74,4.6,20120713
603515,欧普照明,电气设备,上海,63.84,5800.0,57947.91,354192.09,215062.22,101321.65,29477.94,0.51,0.316,3.93,10.26,20160819
600860,京城股份,专用机械,北京,0.0,32200.0,42200.0,195645.48,79225.74,92031.0,68380.31,1.62,-0.147,1.54,6.54,19940506
002619,巨龙管业,水泥,浙江,155.96,28157.48,80002.1,374879.13,94316.99,32913.18,215757.66,2.7,0.081,4.09,6.19,20110929
600116,三峡水利,水力发电,重庆,42.72,88800.54,99300.54,454018.06,124531.77,229704.05,74189.63,0.75,0.11900000000000001,2.33,4.37,19970804
000725,京东方Ａ,元器件,北京,0.0,2402852.5,3515306.75,17027578.0,7853478.5,6325879.0,3902911.25,1.11,-0.015,2.18,1.17,20010112
000099,中信海直,空运,深圳,93.22,60607.03,60607.03,474752.56,131046.47,320405.06,103327.21,1.7,0.069,4.58,2.8,20000731
002146,荣盛发展,全国地产,河北,12.95,336359.06,434816.38,12071933.0,11515525.0,138757.59,463569.09,1.07,0.3,4.79,1.62,20070808
002552,宝鼎科技,机械基件,浙江,0.0,20014.89,30000.0,118670.85,29538.05,38221.65,34032.12,1.13,-0.084,2.6,6.01,20110225
600292,远达环保,环境保护,重庆,87.43,78081.68,78081.68,834757.88,347326.53,316568.5,297845.66,3.81,0.075,6.12,2.14,20001101
300109,新开源,化工原料,河南,104.56,8390.58,17048.24,156077.56,51312.06,27894.15,84585.71,4.96,0.25,6.97,7.5,20100825
600466,蓝光发展,区域地产,四川,407.37,87593.92,213610.64,6369217.5,5687257.0,88809.43,202821.34,0.95,0.01,3.97,1.98,20010212
000748,长城信息,电脑设备,湖南,144.99,80207.97,81481.85,600515.88,242224.66,21725.07,97039.71,1.19,0.073,5.25,4.03,19970704
002114,罗平锌电,铅锌,云南,0.0,8620.66,27184.08,195528.63,63596.48,50792.31,70135.68,2.58,-0.087,2.92,9.06,20070215
600251,冠农股份,农业综合,新疆,311.35,78484.2,78484.2,355041.47,157768.48,97030.63,37030.44,0.47,0.013000000000000001,2.37,3.37,20030609
600665,天地源,全国地产,上海,0.0,86412.25,86412.25,1818819.63,1762145.0,11030.1,20109.34,0.23,-0.067,2.98,1.8,19930709
000768,中航飞机,航空,陕西,371.38,276862.72,276864.5,3779989.25,3060683.5,490004.19,1011549.19,3.65,0.028999999999999998,5.43,3.97,19970626
002700,新疆浩源,供气供热,新疆,87.18,31309.33,42242.69,100989.63,48454.23,41085.4,2375.48,0.06,0.09300000000000001,2.03,8.02,20120921
002371,七星电子,半导体,北京,393.55,16352.41,45800.44,435223.91,173840.0,102163.31,83678.47,1.83,0.045,5.34,6.67,20100316
000989,九 芝 堂,中成药,湖南,35.35,24622.1,86935.42,446107.34,242510.95,120786.4,176319.8,2.03,0.349,4.36,5.67,20000628
600270,外运发展,仓储物流,北京,17.89,90548.17,90548.17,879302.63,400051.84,75541.09,53847.19,0.59,0.539,7.84,2.46,20001228
002590,万安科技,汽车配件,浙江,100.55,36165.39,47964.69,296889.25,216444.72,54030.18,81836.28,1.71,0.124,3.49,7.17,20110610
002116,中国海诚,建筑施工,上海,30.95,41224.25,41472.12,356770.72,317587.25,27171.65,8817.46,0.21,0.23,2.96,4.7,20070215
002168,深圳惠程,电气设备,深圳,0.0,75710.47,78100.47,139258.44,106627.36,11337.99,13715.75,0.18,-0.027000000000000003,1.48,9.43,20070919
600595,中孚实业,铝,河南,33.51,151487.38,174154.05,2528633.25,555267.56,1154254.63,281379.34,1.62,0.083,2.82,1.98,20020626
600004,白云机场,机场,广东,11.58,115002.6,115002.6,1660957.13,402905.81,721927.0,378533.88,3.29,0.604,8.93,1.57,20030428
002305,南国置业,区域地产,湖北,1015.73,119111.35,173152.23,1978048.25,1968227.38,3056.61,128034.71,0.74,0.003,3.06,1.83,20091106
002354,天神娱乐,互联网,辽宁,54.89,11548.91,29208.65,582508.31,120066.02,1092.2,366604.75,12.55,0.691,16.77,4.53,20100209
000816,智慧农业,机械基件,江苏,258.92,108877.75,141880.31,675537.38,328209.91,120994.82,141436.27,1.0,0.011000000000000001,2.46,2.31,19970818
002188,巴士在线,广告包装,浙江,349.95,15600.0,29958.5,220191.34,45881.34,13751.57,165390.59,5.52,0.040999999999999995,6.71,4.23,20071122
002718,友邦吊顶,家居用品,浙江,62.04,2096.0,8763.19,74723.75,55636.86,8715.69,12803.58,1.46,0.71,7.74,10.66,20140128
300280,南通锻压,专用机械,江苏,383.82,12800.0,12800.0,84594.5,47997.53,23047.8,42202.78,3.3,0.040999999999999995,4.97,6.36,20111229
000826,启迪桑德,环境保护,湖北,33.52,84706.97,85429.75,1802424.25,594318.31,113659.6,224668.55,2.63,0.514,8.34,4.13,19980225
600770,综艺股份,综合类,江苏,233.25,110460.0,130000.0,657321.13,213603.95,158009.44,222064.3,1.71,0.03,2.63,4.4,19961120
002789,建艺集团,装修装饰,深圳,83.28,2030.0,8120.0,248040.91,210327.45,4828.46,61053.11,7.52,0.54,12.76,6.36,20160311
300406,九强生物,生物制药,北京,48.02,20572.21,49989.17,131046.4,118459.36,6013.65,2141.37,0.04,0.242,2.45,9.48,20141030
002428,云南锗业,小金属,云南,0.0,64238.62,65312.0,208107.3,60216.93,99269.43,32796.55,0.5,-0.055999999999999994,2.36,6.22,20100608
300297,蓝盾股份,软件服务,广东,110.18,64615.85,117545.59,558236.31,375689.47,53756.75,186518.22,1.59,0.08,2.82,5.21,20120315
300124,汇川技术,电器仪表,深圳,42.53,126335.27,160403.89,582351.69,452876.06,60232.17,80720.38,0.5,0.242,2.55,8.1,20100928
600569,安阳钢铁,普钢,河南,37.4,239368.45,239368.45,3149680.5,1266844.63,1393510.13,346191.31,1.45,0.039,2.01,1.47,20010820
002226,江南化工,化工原料,安徽,83.5,79119.59,79127.89,441450.94,117103.42,90174.65,111443.38,1.41,0.053,3.52,2.51,20080506
603126,中材节能,环境保护,天津,61.28,21804.0,61050.0,316090.41,196914.55,82922.11,7176.16,0.12,0.09699999999999999,2.29,5.19,20140731
600763,通策医疗,医疗保健,浙江,72.61,32064.0,32064.0,133581.36,34623.98,77964.88,3797.91,0.12,0.226,2.79,11.75,19961030
000881,大连国际,综合类,辽宁,8930.37,30796.41,30891.83,488565.06,306261.63,178073.06,25370.17,0.82,0.001,2.69,8.89,19980902
300502,新易盛,通信设备,四川,102.86,1940.0,7760.0,111653.86,91385.15,13135.94,45654.96,5.88,0.71,12.1,10.62,20160303
000063,中兴通讯,通信设备,深圳,17.63,338990.84,415426.25,12991628.0,10407677.0,745877.63,1056330.88,2.54,0.425,7.46,2.01,19971118
000850,华茂股份,纺织,安徽,36.73,94313.93,94366.5,772401.38,118919.65,182955.77,6117.55,0.06,0.08199999999999999,4.83,1.24,19981007
000909,数源科技,综合类,浙江,162.67,29400.0,29400.0,446178.41,409060.75,2185.2,22302.36,0.76,0.055,2.53,7.12,19990507
600260,凯乐科技,通信设备,湖北,62.68,53252.71,66674.77,983944.63,728719.13,77230.0,117223.97,1.76,0.121,4.33,3.5,20000706
300440,运达科技,软件服务,四川,85.72,10067.53,22400.0,151922.69,136009.95,9138.15,54020.57,2.41,0.212,5.36,6.78,20150423
300463,迈克生物,医疗保健,四川,46.22,27460.97,55800.0,253757.63,186624.86,28488.0,60094.32,1.08,0.29600000000000004,3.79,7.22,20150528
000652,泰达股份,批发业,天津,140.2,146567.31,147557.39,3003693.5,2248320.0,44243.82,49967.1,0.34,0.022000000000000002,2.11,2.89,19961128
300093,金刚玻璃,玻璃,广东,3568.81,21523.46,21600.0,127461.67,71956.56,47076.56,38683.3,1.79,0.003,4.04,5.29,20100708
300403,地尔汉宇,电气设备,广东,42.48,5882.0,13400.0,139057.31,94698.71,19177.46,64369.76,4.8,0.7909999999999999,9.37,7.18,20141030
002335,科华恒盛,电气设备,福建,142.38,18507.05,27073.66,500955.0,303568.81,79262.15,202759.69,7.49,0.17,10.96,3.91,20100113
300022,吉峰农机,其他商业,四川,73.42,31994.28,38024.03,266336.22,230814.84,12234.37,19991.65,0.53,0.063,0.69,13.41,20091030
300420,五洋科技,机械基件,江苏,94.79,8778.13,24261.55,147101.05,86919.0,17236.27,84027.47,3.46,0.132,4.47,5.61,20150217
002567,唐人神,饲料,湖南,46.47,41997.6,49319.55,397352.94,166943.66,129044.32,125489.77,2.54,0.135,4.85,2.59,20110325
601038,一拖股份,农用机械,河南,39.65,59391.0,99590.0,1266199.63,584085.94,277821.22,212518.55,2.13,0.159,4.81,2.62,20120808
300286,安科瑞,电器仪表,上海,51.08,8650.96,14266.4,69178.96,48928.6,12702.28,18191.75,1.28,0.278,3.87,7.33,20120113
000922,佳电股份,电气设备,黑龙江,0.0,45790.05,54366.73,301979.94,215972.88,54983.28,114204.02,2.1,-0.425,3.02,3.15,19990618
600188,兖州煤业,煤炭开采,山东,38.76,295981.94,491201.59,13944786.0,3628020.0,2695766.25,127170.8,0.26,0.12,8.28,1.53,19980701
300322,硕贝德,通信设备,广东,76.58,36218.78,40751.67,210459.77,109490.55,71369.36,6607.66,0.16,0.125,1.35,14.1,20120608
603789,星光农机,农用机械,浙江,79.51,8000.0,20155.9,146015.31,93710.32,24242.15,57458.93,2.85,0.18100000000000002,5.34,5.38,20150427
000166,申万宏源,证券,新疆,30.6,719930.25,2005660.63,27569084.0,0.0,127457.27,444494.59,0.22,0.105,2.43,2.64,20150126
600359,新农开发,农业综合,新疆,0.0,38151.28,38151.28,283191.41,122949.4,90334.96,93757.4,2.46,-0.165,1.97,4.89,19990429
600458,时代新材,塑料,湖南,35.56,66142.21,80279.81,1321906.75,834391.88,259315.97,308872.34,3.85,0.22699999999999998,6.05,2.67,20021219
002121,科陆电子,电器仪表,深圳,78.62,69686.95,119189.67,1114661.0,472375.69,291291.78,30274.71,0.25,0.062,2.0,4.85,20070306
601336,新华保险,保险,北京,19.71,208543.94,311954.66,68603904.0,0.0,463800.0,2392000.0,7.67,1.068,18.5,2.28,20111216
002692,远程电缆,电气设备,江苏,72.06,44395.44,71814.6,342340.31,257697.22,52800.63,15099.61,0.21,0.09,1.98,6.57,20120808
300211,亿通科技,通信设备,江苏,287.42,17356.6,30267.59,57946.63,34200.48,15210.24,3736.85,0.12,0.023,1.66,7.82,20110505
601198,东兴证券,证券,北京,37.97,90400.0,250400.0,6965670.5,0.0,25203.63,529931.44,2.12,0.304,5.21,4.42,20150226
600449,宁夏建材,水泥,宁夏,0.0,47818.1,47818.1,784301.06,243434.42,470517.19,202657.38,4.24,-0.086,8.61,1.15,20030829
002572,索菲亚,家居用品,广东,68.64,28905.52,46171.32,336246.34,144067.38,102794.15,84905.21,1.84,0.45,5.24,11.34,20110412
300041,回天新材,化工原料,湖北,42.09,25407.69,40078.44,183322.88,97642.03,60436.25,63027.11,1.57,0.157,3.85,3.44,20100108
002775,文科园林,建筑施工,深圳,53.46,11372.0,24800.0,192097.17,185133.95,2196.5,56159.88,2.26,0.248,4.59,5.77,20150629
600277,亿利洁能,新型电力,内蒙,44.29,208958.95,208958.95,2213822.25,794991.0,599039.63,609037.75,2.91,0.075,4.58,1.45,20000725
600526,菲达环保,环境保护,浙江,152.77,40688.94,54740.46,748321.25,577496.63,56731.9,170119.16,3.11,0.044000000000000004,4.69,2.86,20020722
603117,万林股份,仓储物流,江苏,82.26,23510.5,46232.08,380153.03,274850.84,76165.72,41187.98,0.89,0.102,3.33,5.05,20150629
